serial,year,year_n,month,day,decade,team,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,country,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_txt,away_team,away_team_txt,size,team_a,team_a_txt,team_b,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1237,1972,2,10,12,8,Mexico,home_team,3,1,2,-2,4,2,Friendly,Mexico,1,1,0.99986,0.92217,Mexico,0.99986,winner,Mexico,Mexico,Costa Rica,Costa_Rica,2,Mexico,Mexico,Costa Rica,Costa_Rica,winner,loser,3,1,2,-2,0.99986,0.92217
1237,1972,2,10,12,8,Costa Rica,away_team,3,1,2,-2,4,-2,Friendly,Mexico,1,1,0.99986,0.92217,Costa_Rica,0.92217,loser,Mexico,Mexico,Costa Rica,Costa_Rica,2,Costa Rica,Costa_Rica,Mexico,Mexico,loser,winner,1,3,-2,2,0.99986,0.92217
1238,1972,2,10,22,8,South Korea,home_team,1,1,0,0,2,0,Friendly,South Korea,0,0,0.17559,0.64992,South_Korea,0.17559,draw,South Korea,South_Korea,Australia,Australia,0,South Korea,South_Korea,Australia,Australia,draw,draw,1,1,0,0,0.17559,0.64992
1238,1972,2,10,22,8,Australia,away_team,1,1,0,0,2,0,Friendly,South Korea,0,0,0.17559,0.64992,Australia,0.64992,draw,South Korea,South_Korea,Australia,Australia,0,Australia,Australia,South Korea,South_Korea,draw,draw,1,1,0,0,0.17559,0.64992
1239,1972,2,10,24,8,South Korea,home_team,0,2,-2,2,2,-2,Friendly,South Korea,0,0,0.09716,0.57539,South_Korea,0.09716,loser,South Korea,South_Korea,Australia,Australia,2,South Korea,South_Korea,Australia,Australia,loser,winner,0,2,-2,2,0.09716,0.57539
1239,1972,2,10,24,8,Australia,away_team,0,2,-2,2,2,2,Friendly,South Korea,0,0,0.09716,0.57539,Australia,0.57539,winner,South Korea,South_Korea,Australia,Australia,2,Australia,Australia,South Korea,South_Korea,winner,loser,2,0,2,-2,0.09716,0.57539
1240,1972,2,11,15,8,Germany,home_team,5,1,4,-4,6,4,Friendly,Germany,1,0,0.19155,0.50664,Germany,0.19155,winner,Germany,Germany,Switzerland,Switzerland,4,Germany,Germany,Switzerland,Switzerland,winner,loser,5,1,4,-4,0.19155,0.50664
1240,1972,2,11,15,8,Switzerland,away_team,5,1,4,-4,6,-4,Friendly,Germany,1,0,0.19155,0.50664,Switzerland,0.50664,loser,Germany,Germany,Switzerland,Switzerland,4,Switzerland,Switzerland,Germany,Germany,loser,winner,1,5,-4,4,0.19155,0.50664
1241,1972,2,11,15,8,Wales,home_team,0,1,-1,1,1,-1,FIFA World Cup qualification,Wales,0,1,0.27675,0.70128,Wales,0.27675,loser,Wales,Wales,England,England,1,Wales,Wales,England,England,loser,winner,0,1,-1,1,0.27675,0.70128
1241,1972,2,11,15,8,England,away_team,0,1,-1,1,1,1,FIFA World Cup qualification,Wales,0,1,0.27675,0.70128,England,0.70128,winner,Wales,Wales,England,England,1,England,England,Wales,Wales,winner,loser,1,0,1,-1,0.27675,0.70128
1242,1972,2,11,19,8,Belgium,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Belgium,1,1,0.28875,0.79171,Belgium,0.28875,draw,Belgium,Belgium,Netherlands,Netherlands,0,Belgium,Belgium,Netherlands,Netherlands,draw,draw,0,0,0,0,0.28875,0.79171
1242,1972,2,11,19,8,Netherlands,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Belgium,1,1,0.28875,0.79171,Netherlands,0.79171,draw,Belgium,Belgium,Netherlands,Netherlands,0,Netherlands,Netherlands,Belgium,Belgium,draw,draw,0,0,0,0,0.28875,0.79171
1243,1972,2,11,19,8,Morocco,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Morocco,0,0,0.40272,0.63459,Morocco,0.40272,draw,Morocco,Morocco,Senegal,Senegal,0,Morocco,Morocco,Senegal,Senegal,draw,draw,0,0,0,0,0.40272,0.63459
1243,1972,2,11,19,8,Senegal,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Morocco,0,0,0.40272,0.63459,Senegal,0.63459,draw,Morocco,Morocco,Senegal,Senegal,0,Senegal,Senegal,Morocco,Morocco,draw,draw,0,0,0,0,0.40272,0.63459
1244,1972,2,12,3,8,Senegal,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification,Senegal,0,0,0.26399,0.20017,Senegal,0.26399,loser,Senegal,Senegal,Morocco,Morocco,1,Senegal,Senegal,Morocco,Morocco,loser,winner,1,2,-1,1,0.26399,0.20017
1244,1972,2,12,3,8,Morocco,away_team,1,2,-1,1,3,1,FIFA World Cup qualification,Senegal,0,0,0.26399,0.20017,Morocco,0.20017,winner,Senegal,Senegal,Morocco,Morocco,1,Morocco,Morocco,Senegal,Senegal,winner,loser,2,1,1,-1,0.26399,0.20017
1245,1973,3,1,24,8,England,home_team,1,1,0,0,2,0,FIFA World Cup qualification,England,1,0,0.92858,0.65497,England,0.92858,draw,England,England,Wales,Wales,0,England,England,Wales,Wales,draw,draw,1,1,0,0,0.92858,0.65497
1245,1973,3,1,24,8,Wales,away_team,1,1,0,0,2,0,FIFA World Cup qualification,England,1,0,0.92858,0.65497,Wales,0.65497,draw,England,England,Wales,Wales,0,Wales,Wales,England,England,draw,draw,1,1,0,0,0.92858,0.65497
1246,1973,3,2,6,8,Mexico,home_team,2,0,2,-2,2,2,Friendly,Mexico,1,1,0.88027,0.61609,Mexico,0.88027,winner,Mexico,Mexico,Argentina,Argentina,2,Mexico,Mexico,Argentina,Argentina,winner,loser,2,0,2,-2,0.88027,0.61609
1246,1973,3,2,6,8,Argentina,away_team,2,0,2,-2,2,-2,Friendly,Mexico,1,1,0.88027,0.61609,Argentina,0.61609,loser,Mexico,Mexico,Argentina,Argentina,2,Argentina,Argentina,Mexico,Mexico,loser,winner,0,2,-2,2,0.88027,0.61609
1247,1973,3,2,14,8,Germany,home_team,2,3,-1,1,5,-1,Friendly,Germany,1,1,0.6476,0.27564,Germany,0.6476,loser,Germany,Germany,Argentina,Argentina,1,Germany,Germany,Argentina,Argentina,loser,winner,2,3,-1,1,0.6476,0.27564
1247,1973,3,2,14,8,Argentina,away_team,2,3,-1,1,5,1,Friendly,Germany,1,1,0.6476,0.27564,Argentina,0.27564,winner,Germany,Germany,Argentina,Argentina,1,Argentina,Argentina,Germany,Germany,winner,loser,3,2,1,-1,0.6476,0.27564
1248,1973,3,2,17,8,Morocco,home_team,3,1,2,-2,4,2,Friendly,Morocco,0,0,0.75822,0.60677,Morocco,0.75822,winner,Morocco,Morocco,Senegal,Senegal,2,Morocco,Morocco,Senegal,Senegal,winner,loser,3,1,2,-2,0.75822,0.60677
1248,1973,3,2,17,8,Senegal,away_team,3,1,2,-2,4,-2,Friendly,Morocco,0,0,0.75822,0.60677,Senegal,0.60677,loser,Morocco,Morocco,Senegal,Senegal,2,Senegal,Senegal,Morocco,Morocco,loser,winner,1,3,-2,2,0.75822,0.60677
1249,1973,3,3,3,8,France,home_team,1,2,-1,1,3,-1,Friendly,France,0,1,0.96636,0.99485,France,0.96636,loser,France,France,Portugal,Portugal,1,France,France,Portugal,Portugal,loser,winner,1,2,-1,1,0.96636,0.99485
1249,1973,3,3,3,8,Portugal,away_team,1,2,-1,1,3,1,Friendly,France,0,1,0.96636,0.99485,Portugal,0.99485,winner,France,France,Portugal,Portugal,1,Portugal,Portugal,France,France,winner,loser,2,1,1,-1,0.96636,0.99485
1250,1973,3,3,20,8,Poland,home_team,4,0,4,-4,4,4,Friendly,Poland,0,0,0.81885,0.43284,Poland,0.81885,winner,Poland,Poland,United States,United_States,4,Poland,Poland,United States,United_States,winner,loser,4,0,4,-4,0.81885,0.43284
1250,1973,3,3,20,8,United States,away_team,4,0,4,-4,4,-4,Friendly,Poland,0,0,0.81885,0.43284,United_States,0.43284,loser,Poland,Poland,United States,United_States,4,United States,United_States,Poland,Poland,loser,winner,0,4,-4,4,0.81885,0.43284
1251,1973,3,3,28,8,Wales,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,Wales,0,0,0.60939,0.76119,Wales,0.60939,winner,Wales,Wales,Poland,Poland,2,Wales,Wales,Poland,Poland,winner,loser,2,0,2,-2,0.60939,0.76119
1251,1973,3,3,28,8,Poland,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,Wales,0,0,0.60939,0.76119,Poland,0.76119,loser,Wales,Wales,Poland,Poland,2,Poland,Poland,Wales,Wales,loser,winner,0,2,-2,2,0.60939,0.76119
1252,1973,3,4,21,8,Senegal,home_team,1,0,1,-1,1,1,African Cup of Nations qualification,Senegal,0,0,0.17026,0.95554,Senegal,0.17026,winner,Senegal,Senegal,Ghana,Ghana,1,Senegal,Senegal,Ghana,Ghana,winner,loser,1,0,1,-1,0.17026,0.95554
1252,1973,3,4,21,8,Ghana,away_team,1,0,1,-1,1,-1,African Cup of Nations qualification,Senegal,0,0,0.17026,0.95554,Ghana,0.95554,loser,Senegal,Senegal,Ghana,Ghana,1,Ghana,Ghana,Senegal,Senegal,loser,winner,0,1,-1,1,0.17026,0.95554
1253,1973,3,5,2,8,Netherlands,home_team,3,2,1,-1,5,1,Friendly,Netherlands,1,1,0.97288,0.70319,Netherlands,0.97288,winner,Netherlands,Netherlands,Spain,Spain,1,Netherlands,Netherlands,Spain,Spain,winner,loser,3,2,1,-1,0.97288,0.70319
1253,1973,3,5,2,8,Spain,away_team,3,2,1,-1,5,-1,Friendly,Netherlands,1,1,0.97288,0.70319,Spain,0.70319,loser,Netherlands,Netherlands,Spain,Spain,1,Spain,Spain,Netherlands,Netherlands,loser,winner,2,3,-1,1,0.97288,0.70319
1254,1973,3,5,15,8,England,home_team,3,0,3,-3,3,3,British Championship,England,1,0,0.51781,0.01032,England,0.51781,winner,England,England,Wales,Wales,3,England,England,Wales,Wales,winner,loser,3,0,3,-3,0.51781,0.01032
1254,1973,3,5,15,8,Wales,away_team,3,0,3,-3,3,-3,British Championship,England,1,0,0.51781,0.01032,Wales,0.01032,loser,England,England,Wales,Wales,3,Wales,Wales,England,England,loser,winner,0,3,-3,3,0.51781,0.01032
1255,1973,3,5,17,8,Argentina,home_team,1,1,0,0,2,0,Copa Lipton,Argentina,1,1,0.21423,0.00498,Argentina,0.21423,draw,Argentina,Argentina,Uruguay,Uruguay,0,Argentina,Argentina,Uruguay,Uruguay,draw,draw,1,1,0,0,0.21423,0.00498
1255,1973,3,5,17,8,Uruguay,away_team,1,1,0,0,2,0,Copa Lipton,Argentina,1,1,0.21423,0.00498,Uruguay,0.00498,draw,Argentina,Argentina,Uruguay,Uruguay,0,Uruguay,Uruguay,Argentina,Argentina,draw,draw,1,1,0,0,0.21423,0.00498
1256,1973,3,5,23,8,Uruguay,home_team,1,1,0,0,2,0,Copa Newton,Uruguay,1,1,0.32346,0.27821,Uruguay,0.32346,draw,Uruguay,Uruguay,Argentina,Argentina,0,Uruguay,Uruguay,Argentina,Argentina,draw,draw,1,1,0,0,0.32346,0.27821
1256,1973,3,5,23,8,Argentina,away_team,1,1,0,0,2,0,Copa Newton,Uruguay,1,1,0.32346,0.27821,Argentina,0.27821,draw,Uruguay,Uruguay,Argentina,Argentina,0,Argentina,Argentina,Uruguay,Uruguay,draw,draw,1,1,0,0,0.32346,0.27821
1257,1973,3,6,6,8,Poland,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,Poland,0,1,0.73968,0.34735,Poland,0.73968,winner,Poland,Poland,England,England,2,Poland,Poland,England,England,winner,loser,2,0,2,-2,0.73968,0.34735
1257,1973,3,6,6,8,England,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,Poland,0,1,0.73968,0.34735,England,0.34735,loser,Poland,Poland,England,England,2,England,England,Poland,Poland,loser,winner,0,2,-2,2,0.73968,0.34735
1258,1973,3,6,6,8,Tunisia,home_team,1,4,-3,3,5,-3,Friendly,Tunisia,1,0,0.67895,0.33324,Tunisia,0.67895,loser,Tunisia,Tunisia,Brazil,Brazil,3,Tunisia,Tunisia,Brazil,Brazil,loser,winner,1,4,-3,3,0.67895,0.33324
1258,1973,3,6,6,8,Brazil,away_team,1,4,-3,3,5,3,Friendly,Tunisia,1,0,0.67895,0.33324,Brazil,0.33324,winner,Tunisia,Tunisia,Brazil,Brazil,3,Brazil,Brazil,Tunisia,Tunisia,winner,loser,4,1,3,-3,0.67895,0.33324
1259,1973,3,6,16,8,Germany,home_team,0,1,-1,1,1,-1,Friendly,Germany,1,0,0.81032,0.94967,Germany,0.81032,loser,Germany,Germany,Brazil,Brazil,1,Germany,Germany,Brazil,Brazil,loser,winner,0,1,-1,1,0.81032,0.94967
1259,1973,3,6,16,8,Brazil,away_team,0,1,-1,1,1,1,Friendly,Germany,1,0,0.81032,0.94967,Brazil,0.94967,winner,Germany,Germany,Brazil,Brazil,1,Brazil,Brazil,Germany,Germany,winner,loser,1,0,1,-1,0.81032,0.94967
1260,1973,3,6,23,8,South Korea,home_team,2,0,2,-2,2,2,Friendly,South Korea,0,0,0.04732,0.71947,South_Korea,0.04732,winner,South Korea,South_Korea,Japan,Japan,2,South Korea,South_Korea,Japan,Japan,winner,loser,2,0,2,-2,0.04732,0.71947
1260,1973,3,6,23,8,Japan,away_team,2,0,2,-2,2,-2,Friendly,South Korea,0,0,0.04732,0.71947,Japan,0.71947,loser,South Korea,South_Korea,Japan,Japan,2,Japan,Japan,South Korea,South_Korea,loser,winner,0,2,-2,2,0.04732,0.71947
1261,1973,3,7,1,8,Ecuador,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification,Ecuador,0,1,0.58837,0.83039,Ecuador,0.58837,loser,Ecuador,Ecuador,Uruguay,Uruguay,1,Ecuador,Ecuador,Uruguay,Uruguay,loser,winner,1,2,-1,1,0.58837,0.83039
1261,1973,3,7,1,8,Uruguay,away_team,1,2,-1,1,3,1,FIFA World Cup qualification,Ecuador,0,1,0.58837,0.83039,Uruguay,0.83039,winner,Ecuador,Ecuador,Uruguay,Uruguay,1,Uruguay,Uruguay,Ecuador,Ecuador,winner,loser,2,1,1,-1,0.58837,0.83039
1262,1973,3,7,8,8,Uruguay,home_team,4,0,4,-4,4,4,FIFA World Cup qualification,Uruguay,1,0,0.6752,0.44516,Uruguay,0.6752,winner,Uruguay,Uruguay,Ecuador,Ecuador,4,Uruguay,Uruguay,Ecuador,Ecuador,winner,loser,4,0,4,-4,0.6752,0.44516
1262,1973,3,7,8,8,Ecuador,away_team,4,0,4,-4,4,-4,FIFA World Cup qualification,Uruguay,1,0,0.6752,0.44516,Ecuador,0.44516,loser,Uruguay,Uruguay,Ecuador,Ecuador,4,Ecuador,Ecuador,Uruguay,Uruguay,loser,winner,0,4,-4,4,0.6752,0.44516
1263,1973,3,8,1,8,Canada,home_team,1,3,-2,2,4,-2,Friendly,Canada,0,0,0.51059,0.49028,Canada,0.51059,loser,Canada,Canada,Poland,Poland,2,Canada,Canada,Poland,Poland,loser,winner,1,3,-2,2,0.51059,0.49028
1263,1973,3,8,1,8,Poland,away_team,1,3,-2,2,4,2,Friendly,Canada,0,0,0.51059,0.49028,Poland,0.49028,winner,Canada,Canada,Poland,Poland,2,Poland,Poland,Canada,Canada,winner,loser,3,1,2,-2,0.51059,0.49028
1264,1973,3,8,3,8,United States,home_team,0,1,-1,1,1,-1,Friendly,United States,0,0,0.48372,0.1456,United_States,0.48372,loser,United States,United_States,Poland,Poland,1,United States,United_States,Poland,Poland,loser,winner,0,1,-1,1,0.48372,0.1456
1264,1973,3,8,3,8,Poland,away_team,0,1,-1,1,1,1,Friendly,United States,0,0,0.48372,0.1456,Poland,0.1456,winner,United States,United_States,Poland,Poland,1,Poland,Poland,United States,United_States,winner,loser,1,0,1,-1,0.48372,0.1456
1265,1973,3,8,5,8,Canada,home_team,0,2,-2,2,2,-2,Friendly,Canada,0,0,0.01694,0.57107,Canada,0.01694,loser,Canada,Canada,United States,United_States,2,Canada,Canada,United States,United_States,loser,winner,0,2,-2,2,0.01694,0.57107
1265,1973,3,8,5,8,United States,away_team,0,2,-2,2,2,2,Friendly,Canada,0,0,0.01694,0.57107,United_States,0.57107,winner,Canada,Canada,United States,United_States,2,United States,United_States,Canada,Canada,winner,loser,2,0,2,-2,0.01694,0.57107
1266,1973,3,8,5,8,Mexico,home_team,0,1,-1,1,1,-1,Friendly,United States,1,0,0.5888,0.85232,Mexico,0.5888,loser,Mexico,Mexico,Poland,Poland,1,Mexico,Mexico,Poland,Poland,loser,winner,0,1,-1,1,0.5888,0.85232
1266,1973,3,8,5,8,Poland,away_team,0,1,-1,1,1,1,Friendly,United States,1,0,0.5888,0.85232,Poland,0.85232,winner,Mexico,Mexico,Poland,Poland,1,Poland,Poland,Mexico,Mexico,winner,loser,1,0,1,-1,0.5888,0.85232
1267,1973,3,8,8,8,Mexico,home_team,1,2,-1,1,3,-1,Friendly,Mexico,1,0,0.06787,0.4272,Mexico,0.06787,loser,Mexico,Mexico,Poland,Poland,1,Mexico,Mexico,Poland,Poland,loser,winner,1,2,-1,1,0.06787,0.4272
1267,1973,3,8,8,8,Poland,away_team,1,2,-1,1,3,1,Friendly,Mexico,1,0,0.06787,0.4272,Poland,0.4272,winner,Mexico,Mexico,Poland,Poland,1,Poland,Poland,Mexico,Mexico,winner,loser,2,1,1,-1,0.06787,0.4272
1268,1973,3,8,10,8,United States,home_team,0,4,-4,4,4,-4,Friendly,United States,0,0,0.05183,0.50456,United_States,0.05183,loser,United States,United_States,Poland,Poland,4,United States,United_States,Poland,Poland,loser,winner,0,4,-4,4,0.05183,0.50456
1268,1973,3,8,10,8,Poland,away_team,0,4,-4,4,4,4,Friendly,United States,0,0,0.05183,0.50456,Poland,0.50456,winner,United States,United_States,Poland,Poland,4,Poland,Poland,United States,United_States,winner,loser,4,0,4,-4,0.05183,0.50456
1269,1973,3,8,12,8,United States,home_team,1,0,1,-1,1,1,Friendly,United States,0,0,0.89933,0.18411,United_States,0.89933,winner,United States,United_States,Poland,Poland,1,United States,United_States,Poland,Poland,winner,loser,1,0,1,-1,0.89933,0.18411
1269,1973,3,8,12,8,Poland,away_team,1,0,1,-1,1,-1,Friendly,United States,0,0,0.89933,0.18411,Poland,0.18411,loser,United States,United_States,Poland,Poland,1,Poland,Poland,United States,United_States,loser,winner,0,1,-1,1,0.89933,0.18411
1270,1973,3,8,18,8,Australia,home_team,3,0,3,-3,3,3,FIFA World Cup qualification,Australia,0,1,0.85043,0.21471,Australia,0.85043,winner,Australia,Australia,Iran,Iran,3,Australia,Australia,Iran,Iran,winner,loser,3,0,3,-3,0.85043,0.21471
1270,1973,3,8,18,8,Iran,away_team,3,0,3,-3,3,-3,FIFA World Cup qualification,Australia,0,1,0.85043,0.21471,Iran,0.21471,loser,Australia,Australia,Iran,Iran,3,Iran,Iran,Australia,Australia,loser,winner,0,3,-3,3,0.85043,0.21471
1271,1973,3,8,24,8,Iran,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,Iran,1,0,0.11201,0.00594,Iran,0.11201,winner,Iran,Iran,Australia,Australia,2,Iran,Iran,Australia,Australia,winner,loser,2,0,2,-2,0.11201,0.00594
1271,1973,3,8,24,8,Australia,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,Iran,1,0,0.11201,0.00594,Australia,0.00594,loser,Iran,Iran,Australia,Australia,2,Australia,Australia,Iran,Iran,loser,winner,0,2,-2,2,0.11201,0.00594
1272,1973,3,9,26,8,Poland,home_team,3,0,3,-3,3,3,FIFA World Cup qualification,Poland,0,0,0.00711,0.85271,Poland,0.00711,winner,Poland,Poland,Wales,Wales,3,Poland,Poland,Wales,Wales,winner,loser,3,0,3,-3,0.00711,0.85271
1272,1973,3,9,26,8,Wales,away_team,3,0,3,-3,3,-3,FIFA World Cup qualification,Poland,0,0,0.00711,0.85271,Wales,0.85271,loser,Poland,Poland,Wales,Wales,3,Wales,Wales,Poland,Poland,loser,winner,0,3,-3,3,0.00711,0.85271
1273,1973,3,10,10,8,Netherlands,home_team,1,1,0,0,2,0,Friendly,Netherlands,1,0,0.32506,0.46185,Netherlands,0.32506,draw,Netherlands,Netherlands,Poland,Poland,0,Netherlands,Netherlands,Poland,Poland,draw,draw,1,1,0,0,0.32506,0.46185
1273,1973,3,10,10,8,Poland,away_team,1,1,0,0,2,0,Friendly,Netherlands,1,0,0.32506,0.46185,Poland,0.46185,draw,Netherlands,Netherlands,Poland,Poland,0,Poland,Poland,Netherlands,Netherlands,draw,draw,1,1,0,0,0.32506,0.46185
1274,1973,3,10,13,8,Germany,home_team,2,1,1,-1,3,1,Friendly,Germany,1,0,0.09237,0.69008,Germany,0.09237,winner,Germany,Germany,France,France,1,Germany,Germany,France,France,winner,loser,2,1,1,-1,0.09237,0.69008
1274,1973,3,10,13,8,France,away_team,2,1,1,-1,3,-1,Friendly,Germany,1,0,0.09237,0.69008,France,0.69008,loser,Germany,Germany,France,France,1,France,France,Germany,Germany,loser,winner,1,2,-1,1,0.09237,0.69008
1275,1973,3,10,16,8,Mexico,home_team,2,0,2,-2,2,2,Friendly,Mexico,1,0,0.49762,0.57849,Mexico,0.49762,winner,Mexico,Mexico,United States,United_States,2,Mexico,Mexico,United States,United_States,winner,loser,2,0,2,-2,0.49762,0.57849
1275,1973,3,10,16,8,United States,away_team,2,0,2,-2,2,-2,Friendly,Mexico,1,0,0.49762,0.57849,United_States,0.57849,loser,Mexico,Mexico,United States,United_States,2,United States,United_States,Mexico,Mexico,loser,winner,0,2,-2,2,0.49762,0.57849
1276,1973,3,10,17,8,England,home_team,1,1,0,0,2,0,FIFA World Cup qualification,England,1,0,0.56917,0.87088,England,0.56917,draw,England,England,Poland,Poland,0,England,England,Poland,Poland,draw,draw,1,1,0,0,0.56917,0.87088
1276,1973,3,10,17,8,Poland,away_team,1,1,0,0,2,0,FIFA World Cup qualification,England,1,0,0.56917,0.87088,Poland,0.87088,draw,England,England,Poland,Poland,0,Poland,Poland,England,England,draw,draw,1,1,0,0,0.56917,0.87088
1277,1973,3,10,28,8,Australia,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Australia,0,0,0.02969,0.24479,Australia,0.02969,draw,Australia,Australia,South Korea,South_Korea,0,Australia,Australia,South Korea,South_Korea,draw,draw,0,0,0,0,0.02969,0.24479
1277,1973,3,10,28,8,South Korea,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Australia,0,0,0.02969,0.24479,South_Korea,0.24479,draw,Australia,Australia,South Korea,South_Korea,0,South Korea,South_Korea,Australia,Australia,draw,draw,0,0,0,0,0.02969,0.24479
1278,1973,3,11,10,8,South Korea,home_team,2,2,0,0,4,0,FIFA World Cup qualification,South Korea,0,0,0.387,0.47877,South_Korea,0.387,draw,South Korea,South_Korea,Australia,Australia,0,South Korea,South_Korea,Australia,Australia,draw,draw,2,2,0,0,0.387,0.47877
1278,1973,3,11,10,8,Australia,away_team,2,2,0,0,4,0,FIFA World Cup qualification,South Korea,0,0,0.387,0.47877,Australia,0.47877,draw,South Korea,South_Korea,Australia,Australia,0,Australia,Australia,South Korea,South_Korea,draw,draw,2,2,0,0,0.387,0.47877
