serial,date,year,year_n,month,day,decade,team,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,tournament_ar,city,country,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_ar,home_team_txt,away_team,away_team_ar,away_team_txt,size,team_a,team_a_ar,team_a_txt,team_b,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1246,06/02/1973,1973,3,2,6,8,Argentina,الأرجنتين,away_team,2,0,2,-2,2,-2,Friendly,مباراة ودية,Mexico City,Mexico,المكسيك,1,1,0.88027,0.61609,Argentina,0.61609,loser,Mexico,المكسيك,Mexico,Argentina,الأرجنتين,Argentina,2,Argentina,الأرجنتين,Argentina,Mexico,المكسيك,Mexico,loser,winner,0,2,-2,2,0.88027,0.61609
1247,14/02/1973,1973,3,2,14,8,Germany,ألمانيا,home_team,2,3,-1,1,5,-1,Friendly,مباراة ودية,Munich,Germany,ألمانيا,1,1,0.6476,0.27564,Germany,0.6476,loser,Germany,ألمانيا,Germany,Argentina,الأرجنتين,Argentina,1,Germany,ألمانيا,Germany,Argentina,الأرجنتين,Argentina,loser,winner,2,3,-1,1,0.6476,0.27564
1247,14/02/1973,1973,3,2,14,8,Argentina,الأرجنتين,away_team,2,3,-1,1,5,1,Friendly,مباراة ودية,Munich,Germany,ألمانيا,1,1,0.6476,0.27564,Argentina,0.27564,winner,Germany,ألمانيا,Germany,Argentina,الأرجنتين,Argentina,1,Argentina,الأرجنتين,Argentina,Germany,ألمانيا,Germany,winner,loser,3,2,1,-1,0.6476,0.27564
1248,17/02/1973,1973,3,2,17,8,Morocco,المغرب,home_team,3,1,2,-2,4,2,Friendly,مباراة ودية,Casablanca,Morocco,المغرب,0,0,0.75822,0.60677,Morocco,0.75822,winner,Morocco,المغرب,Morocco,Senegal,السنغال,Senegal,2,Morocco,المغرب,Morocco,Senegal,السنغال,Senegal,winner,loser,3,1,2,-2,0.75822,0.60677
1248,17/02/1973,1973,3,2,17,8,Senegal,السنغال,away_team,3,1,2,-2,4,-2,Friendly,مباراة ودية,Casablanca,Morocco,المغرب,0,0,0.75822,0.60677,Senegal,0.60677,loser,Morocco,المغرب,Morocco,Senegal,السنغال,Senegal,2,Senegal,السنغال,Senegal,Morocco,المغرب,Morocco,loser,winner,1,3,-2,2,0.75822,0.60677
1249,03/03/1973,1973,3,3,3,8,France,فرنسا,home_team,1,2,-1,1,3,-1,Friendly,مباراة ودية,Paris,France,فرنسا,0,1,0.96636,0.99485,France,0.96636,loser,France,فرنسا,France,Portugal,البرتغال,Portugal,1,France,فرنسا,France,Portugal,البرتغال,Portugal,loser,winner,1,2,-1,1,0.96636,0.99485
1249,03/03/1973,1973,3,3,3,8,Portugal,البرتغال,away_team,1,2,-1,1,3,1,Friendly,مباراة ودية,Paris,France,فرنسا,0,1,0.96636,0.99485,Portugal,0.99485,winner,France,فرنسا,France,Portugal,البرتغال,Portugal,1,Portugal,البرتغال,Portugal,France,فرنسا,France,winner,loser,2,1,1,-1,0.96636,0.99485
1250,20/03/1973,1973,3,3,20,8,Poland,بولندا,home_team,4,0,4,-4,4,4,Friendly,مباراة ودية,≈Å√≥d≈∫,Poland,بولندا,0,0,0.81885,0.43284,Poland,0.81885,winner,Poland,بولندا,Poland,United States,الولايات المتحدة الأمريكية,United_States,4,Poland,بولندا,Poland,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,4,0,4,-4,0.81885,0.43284
1250,20/03/1973,1973,3,3,20,8,United States,الولايات المتحدة الأمريكية,away_team,4,0,4,-4,4,-4,Friendly,مباراة ودية,≈Å√≥d≈∫,Poland,بولندا,0,0,0.81885,0.43284,United_States,0.43284,loser,Poland,بولندا,Poland,United States,الولايات المتحدة الأمريكية,United_States,4,United States,الولايات المتحدة الأمريكية,United_States,Poland,بولندا,Poland,loser,winner,0,4,-4,4,0.81885,0.43284
1251,28/03/1973,1973,3,3,28,8,Wales,ويلز,home_team,2,0,2,-2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Cardiff,Wales,ويلز,0,0,0.60939,0.76119,Wales,0.60939,winner,Wales,ويلز,Wales,Poland,بولندا,Poland,2,Wales,ويلز,Wales,Poland,بولندا,Poland,winner,loser,2,0,2,-2,0.60939,0.76119
1251,28/03/1973,1973,3,3,28,8,Poland,بولندا,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Cardiff,Wales,ويلز,0,0,0.60939,0.76119,Poland,0.76119,loser,Wales,ويلز,Wales,Poland,بولندا,Poland,2,Poland,بولندا,Poland,Wales,ويلز,Wales,loser,winner,0,2,-2,2,0.60939,0.76119
1252,21/04/1973,1973,3,4,21,8,Senegal,السنغال,home_team,1,0,1,-1,1,1,African Cup of Nations qualification, تصفيات كأس أمم أفريقيا,Dakar,Senegal,السنغال,0,0,0.17026,0.95554,Senegal,0.17026,winner,Senegal,السنغال,Senegal,Ghana,غانا,Ghana,1,Senegal,السنغال,Senegal,Ghana,غانا,Ghana,winner,loser,1,0,1,-1,0.17026,0.95554
1252,21/04/1973,1973,3,4,21,8,Ghana,غانا,away_team,1,0,1,-1,1,-1,African Cup of Nations qualification, تصفيات كأس أمم أفريقيا,Dakar,Senegal,السنغال,0,0,0.17026,0.95554,Ghana,0.95554,loser,Senegal,السنغال,Senegal,Ghana,غانا,Ghana,1,Ghana,غانا,Ghana,Senegal,السنغال,Senegal,loser,winner,0,1,-1,1,0.17026,0.95554
1253,02/05/1973,1973,3,5,2,8,Netherlands,هولندا,home_team,3,2,1,-1,5,1,Friendly,مباراة ودية,Amsterdam,Netherlands,هولندا,1,1,0.97288,0.70319,Netherlands,0.97288,winner,Netherlands,هولندا,Netherlands,Spain,إسبانيا,Spain,1,Netherlands,هولندا,Netherlands,Spain,إسبانيا,Spain,winner,loser,3,2,1,-1,0.97288,0.70319
