home_team,away_team,home_score,away_score,tournament,country,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
South Korea,Ecuador,2,0,Friendly,South Korea,16,5,2010,2,-2,2,3338,0,0,South_Korea,Ecuador,0,2,4.00E-04,0.88233,12,winner,loser
Croatia,Wales,2,0,Friendly,Croatia,23,5,2010,2,-2,2,3339,0,0,Croatia,Wales,0,2,0.99233,0.0042,12,winner,loser
Argentina,Canada,5,0,Friendly,Argentina,24,5,2010,5,-5,5,3340,1,0,Argentina,Canada,0,5,0.50999,0.14992,12,winner,loser
England,Mexico,3,1,Friendly,England,24,5,2010,2,-2,4,3341,1,1,England,Mexico,0,2,0.03656,0.43818,12,winner,loser
Japan,South Korea,0,2,Friendly,Japan,24,5,2010,-2,2,2,3342,0,0,Japan,South_Korea,0,2,0.124,0.13259,12,loser,winner
France,Costa Rica,2,1,Friendly,France,26,5,2010,1,-1,3,3343,0,1,France,Costa_Rica,0,1,0.07967,0.53131,12,winner,loser
Netherlands,Mexico,2,1,Friendly,Germany,26,5,2010,1,-1,3,3344,1,1,Netherlands,Mexico,0,1,0.33645,0.90607,12,winner,loser
Denmark,Senegal,2,0,Friendly,Denmark,27,5,2010,2,-2,2,3345,1,0,Denmark,Senegal,0,2,0.41733,0.99373,12,winner,loser
Spain,Saudi Arabia,3,2,Friendly,Austria,29,5,2010,1,-1,5,3346,1,1,Spain,Saudi_Arabia,0,1,0.29841,0.96601,12,winner,loser
Japan,England,1,2,Friendly,Austria,30,5,2010,-1,1,3,3347,0,1,Japan,England,0,1,0.83954,0.31874,12,loser,winner
Tunisia,France,1,1,Friendly,Tunisia,30,5,2010,0,0,2,3348,1,0,Tunisia,France,0,0,0.39989,0.48463,12,draw,draw
Australia,Denmark,1,0,Friendly,South Africa,1,6,2010,1,-1,1,3349,0,1,Australia,Denmark,0,1,0.71348,0.64261,12,winner,loser
Netherlands,Ghana,4,1,Friendly,Netherlands,1,6,2010,3,-3,5,3350,1,0,Netherlands,Ghana,0,3,0.99542,0.53116,12,winner,loser
Portugal,Cameroon,3,1,Friendly,Portugal,1,6,2010,2,-2,4,3351,1,1,Portugal,Cameroon,0,2,0.40933,0.88925,12,winner,loser
Switzerland,Costa Rica,0,1,Friendly,Switzerland,1,6,2010,-1,1,1,3352,0,1,Switzerland,Costa_Rica,0,1,0.99777,0.67896,12,loser,winner
Serbia,Poland,0,0,Friendly,Austria,2,6,2010,0,0,0,3353,1,0,Serbia,Poland,0,0,0.00831,0.47557,12,draw,draw
Spain,South Korea,1,0,Friendly,Austria,3,6,2010,1,-1,1,3354,1,0,Spain,South_Korea,0,1,0.02408,0.89466,12,winner,loser
Australia,United States,1,3,Friendly,South Africa,5,6,2010,-2,2,4,3355,0,0,Australia,United_States,0,2,0.18847,0.72228,12,loser,winner
Serbia,Cameroon,4,3,Friendly,Serbia,5,6,2010,1,-1,7,3356,1,1,Serbia,Cameroon,0,1,0.70134,0.75398,12,winner,loser
Spain,Poland,6,0,Friendly,Spain,8,6,2010,6,-6,6,3357,1,0,Spain,Poland,0,6,0.2945,0.04505,12,winner,loser
Uruguay,France,0,0,FIFA World Cup,South Africa,11,6,2010,0,0,0,3358,1,0,Uruguay,France,0,0,0.22426,0.11617,12,draw,draw
England,United States,1,1,FIFA World Cup,South Africa,12,6,2010,0,0,2,3359,1,0,England,United_States,0,0,0.69575,0.04495,12,draw,draw
Germany,Australia,4,0,FIFA World Cup,South Africa,13,6,2010,4,-4,4,3360,1,0,Germany,Australia,0,4,0.06444,0.75995,12,winner,loser
Serbia,Ghana,0,1,FIFA World Cup,South Africa,13,6,2010,-1,1,1,3361,1,0,Serbia,Ghana,0,1,0.82554,0.81816,12,loser,winner
Japan,Cameroon,1,0,FIFA World Cup,South Africa,14,6,2010,1,-1,1,3362,0,1,Japan,Cameroon,0,1,0.80814,0.86762,12,winner,loser
Netherlands,Denmark,2,0,FIFA World Cup,South Africa,14,6,2010,2,-2,2,3363,1,1,Netherlands,Denmark,0,2,0.83919,0.7921,12,winner,loser
Spain,Switzerland,0,1,FIFA World Cup,South Africa,16,6,2010,-1,1,1,3364,1,0,Spain,Switzerland,0,1,0.35529,0.99824,12,loser,winner
Argentina,South Korea,4,1,FIFA World Cup,South Africa,17,6,2010,3,-3,5,3365,1,0,Argentina,South_Korea,0,3,0.07683,0.31361,12,winner,loser
France,Mexico,0,2,FIFA World Cup,South Africa,17,6,2010,-2,2,2,3366,0,1,France,Mexico,0,2,0.10715,0.04483,12,loser,winner
