home_team,away_team,home_score,away_score,tournament,country,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
Belgium,England,1,3,Friendly,Belgium,25,2,1970,-2,2,4,1158,1,1,Belgium,England,0,2,0.56637,0.39571,8,loser,winner
Brazil,Argentina,0,2,Friendly,Brazil,4,3,1970,-2,2,2,1159,0,1,Brazil,Argentina,0,2,0.29696,0.60171,8,loser,winner
Brazil,Argentina,2,1,Friendly,Brazil,8,3,1970,1,-1,3,1160,0,1,Brazil,Argentina,0,1,0.12338,0.17259,8,winner,loser
Saudi Arabia,Qatar,1,1,Gulf Cup,Bahrain,2,4,1970,0,0,2,1161,1,0,Saudi_Arabia,Qatar,0,0,0.94014,0.02066,8,draw,draw
Argentina,Uruguay,2,1,Friendly,Argentina,8,4,1970,1,-1,3,1162,1,1,Argentina,Uruguay,0,1,0.47588,0.48717,8,winner,loser
Uruguay,Argentina,2,1,Friendly,Uruguay,15,4,1970,1,-1,3,1163,1,1,Uruguay,Argentina,0,1,0.62296,0.10478,8,winner,loser
Wales,England,1,1,British Championship,Wales,18,4,1970,0,0,2,1164,0,1,Wales,England,0,0,0.80602,0.73514,8,draw,draw
Switzerland,Spain,0,1,Friendly,Switzerland,22,4,1970,-1,1,1,1165,0,1,Switzerland,Spain,0,1,0.51768,0.08535,8,loser,winner
Mexico,Ecuador,4,2,Friendly,Mexico,29,4,1970,2,-2,6,1166,1,0,Mexico,Ecuador,0,2,0.85649,0.01033,8,winner,loser
Switzerland,France,2,1,Friendly,Switzerland,3,5,1970,1,-1,3,1167,0,0,Switzerland,France,0,1,0.99474,0.88751,8,winner,loser
Denmark,Poland,0,2,Friendly,Denmark,19,5,1970,-2,2,2,1168,1,0,Denmark,Poland,0,2,0.09091,0.45453,8,loser,winner
Ecuador,England,0,2,Friendly,Ecuador,24,5,1970,-2,2,2,1169,0,1,Ecuador,England,0,2,0.48097,0.15711,8,loser,winner
Germany,Morocco,2,1,FIFA World Cup,Mexico,3,6,1970,1,-1,3,1170,1,0,Germany,Morocco,0,1,0.17794,0.6167,8,winner,loser
Brazil,England,1,0,FIFA World Cup,Mexico,7,6,1970,1,-1,1,1171,0,1,Brazil,England,0,1,0.62006,0.3008,8,winner,loser
Mexico,Belgium,1,0,FIFA World Cup,Mexico,11,6,1970,1,-1,1,1172,1,1,Mexico,Belgium,0,1,0.63045,0.0127,8,winner,loser
England,Germany,2,3,FIFA World Cup,Mexico,14,6,1970,-1,1,5,1173,1,1,England,Germany,0,1,0.68278,0.26656,8,loser,winner
Brazil,Uruguay,3,1,FIFA World Cup,Mexico,17,6,1970,2,-2,4,1174,0,1,Brazil,Uruguay,0,2,0.74637,0.44586,8,winner,loser
Germany,Uruguay,1,0,FIFA World Cup,Mexico,20,6,1970,1,-1,1,1175,1,1,Germany,Uruguay,0,1,0.82339,0.62881,8,winner,loser
Japan,South Korea,1,1,Merdeka Tournament,Malaysia,2,8,1970,0,0,2,1176,0,0,Japan,South_Korea,0,0,0.58518,0.49369,8,draw,draw
Poland,Denmark,5,0,Friendly,Poland,2,9,1970,5,-5,5,1177,0,1,Poland,Denmark,0,5,0.28992,0.35578,8,winner,loser
Brazil,Mexico,2,1,Friendly,Brazil,30,9,1970,1,-1,3,1178,0,1,Brazil,Mexico,0,1,0.82023,0.46499,8,winner,loser
Denmark,Portugal,0,1,UEFA Euro qualification,Denmark,14,10,1970,-1,1,1,1179,1,1,Denmark,Portugal,0,1,0.7396,0.50395,8,loser,winner
Iran,Australia,1,2,Friendly,Iran,4,11,1970,-1,1,3,1180,1,0,Iran,Australia,0,1,0.16375,0.61266,8,loser,winner
Belgium,France,1,2,Friendly,Belgium,15,11,1970,-1,1,3,1181,1,0,Belgium,France,0,1,0.42023,0.80419,8,loser,winner
Belgium,Denmark,2,0,UEFA Euro qualification,Belgium,25,11,1970,2,-2,2,1182,1,1,Belgium,Denmark,0,2,0.11256,0.29305,8,winner,loser
Argentina,France,3,4,Friendly,Argentina,8,1,1971,-1,1,7,1183,1,0,Argentina,France,1,1,0.19774,0.2988,8,loser,winner
Argentina,France,2,0,Friendly,Argentina,13,1,1971,2,-2,2,1184,1,0,Argentina,France,1,2,0.1285,0.55828,8,winner,loser
Belgium,Portugal,3,0,UEFA Euro qualification,Belgium,17,2,1971,3,-3,3,1185,1,1,Belgium,Portugal,1,3,0.83745,0.89615,8,winner,loser
Cameroon,Senegal,1,1,Friendly,Cameroon,4,3,1971,0,0,2,1186,1,0,Cameroon,Senegal,1,0,0.73876,0.09473,8,draw,draw
Cameroon,Senegal,1,2,Friendly,Cameroon,7,3,1971,-1,1,3,1187,1,0,Cameroon,Senegal,1,1,0.28199,0.74533,8,loser,winner
Senegal,Cameroon,3,0,Friendly,Senegal,10,3,1971,3,-3,3,1188,0,1,Senegal,Cameroon,1,3,0.96324,0.61613,8,winner,loser
Spain,France,2,2,Friendly,Spain,17,3,1971,0,0,4,1189,1,0,Spain,France,1,0,0.47442,0.84982,8,draw,draw
Switzerland,Poland,2,4,Friendly,Switzerland,5,5,1971,-2,2,6,1190,0,0,Switzerland,Poland,1,2,0.48438,0.01854,8,loser,winner
Portugal,Denmark,5,0,UEFA Euro qualification,Portugal,12,5,1971,5,-5,5,1191,1,1,Portugal,Denmark,1,5,0.20354,0.73271,8,winner,loser
England,Wales,0,0,British Championship,England,19,5,1971,0,0,0,1192,1,0,England,Wales,1,0,0.80754,0.26029,8,draw,draw
Denmark,Belgium,1,2,UEFA Euro qualification,Denmark,26,5,1971,-1,1,3,1193,1,1,Denmark,Belgium,1,1,0.48121,0.23577,8,loser,winner
Denmark,Germany,1,3,Friendly,Denmark,30,6,1971,-2,2,4,1194,1,1,Denmark,Germany,1,2,0.58858,0.91203,8,loser,winner
Argentina,Uruguay,1,0,Friendly,Argentina,14,7,1971,1,-1,1,1195,1,1,Argentina,Uruguay,1,1,0.31184,0.1489,8,winner,loser
Uruguay,Argentina,1,1,Friendly,Uruguay,18,7,1971,0,0,2,1196,1,1,Uruguay,Argentina,1,0,0.28456,0.23431,8,draw,draw
Argentina,Brazil,1,1,Copa Roca,Argentina,28,7,1971,0,0,2,1197,1,0,Argentina,Brazil,1,0,0.62435,0.04419,8,draw,draw
Denmark,Japan,3,2,Friendly,Denmark,28,7,1971,1,-1,5,1198,1,0,Denmark,Japan,1,1,0.84017,0.35391,8,winner,loser
Argentina,Brazil,2,2,Copa Roca,Argentina,31,7,1971,0,0,4,1199,1,0,Argentina,Brazil,1,0,0.5771,0.52386,8,draw,draw
Germany,Mexico,5,0,Friendly,Germany,8,9,1971,5,-5,5,1200,1,1,Germany,Mexico,1,5,0.15812,0.59732,8,winner,loser
South Korea,Iran,2,0,Friendly,South Korea,10,9,1971,2,-2,2,1201,0,1,South_Korea,Iran,1,2,0.9725,0.98663,8,winner,loser
South Korea,Iran,0,2,Friendly,South Korea,12,9,1971,-2,2,2,1202,0,1,South_Korea,Iran,1,2,0.17541,0.82777,8,loser,winner
Poland,Germany,1,3,UEFA Euro qualification,Poland,10,10,1971,-2,2,4,1203,0,1,Poland,Germany,1,2,0.33541,0.23745,8,loser,winner
Switzerland,England,2,3,UEFA Euro qualification,Switzerland,13,10,1971,-1,1,5,1204,0,1,Switzerland,England,1,1,0.38855,0.43127,8,loser,winner
England,Switzerland,1,1,UEFA Euro qualification,England,10,11,1971,0,0,2,1205,1,0,England,Switzerland,1,0,0.98427,0.48535,8,draw,draw
Germany,Poland,0,0,UEFA Euro qualification,Germany,17,11,1971,0,0,0,1206,1,0,Germany,Poland,1,0,0.78998,0.05641,8,draw,draw
Portugal,Belgium,1,1,UEFA Euro qualification,Portugal,21,11,1971,0,0,2,1207,1,1,Portugal,Belgium,1,0,0.43902,0.23232,8,draw,draw
Costa Rica,Mexico,0,1,CONCACAF Championship,Trinidad and Tobago,2,12,1971,-1,1,1,1208,1,1,Costa_Rica,Mexico,1,1,0.79049,0.38934,8,loser,winner
Senegal,Morocco,1,3,Friendly,Senegal,17,2,1972,-2,2,4,1209,0,0,Senegal,Morocco,2,2,0.2653,0.50007,8,loser,winner
Saudi Arabia,Qatar,4,0,Gulf Cup,Saudi Arabia,24,3,1972,4,-4,4,1210,1,0,Saudi_Arabia,Qatar,2,4,0.10407,0.84833,8,winner,loser
England,Germany,1,3,UEFA Euro qualification,England,29,4,1972,-2,2,4,1211,1,1,England,Germany,2,2,0.34567,0.32738,8,loser,winner
Poland,Switzerland,0,0,Friendly,Poland,10,5,1972,0,0,0,1212,0,0,Poland,Switzerland,2,0,0.32066,0.34323,8,draw,draw
Germany,England,0,0,UEFA Euro qualification,Germany,13,5,1972,0,0,0,1213,1,1,Germany,England,2,0,0.6736,0.71469,8,draw,draw
Iran,South Korea,2,1,AFC Asian Cup,Thailand,19,5,1972,1,-1,3,1214,1,0,Iran,South_Korea,2,1,0.54554,0.87126,8,winner,loser
Wales,England,0,3,British Championship,Wales,20,5,1972,-3,3,3,1215,0,1,Wales,England,2,3,0.06698,0.74158,8,loser,winner
Spain,Uruguay,2,0,Friendly,Spain,23,5,1972,2,-2,2,1216,1,1,Spain,Uruguay,2,2,0.00287,0.21199,8,winner,loser
Ecuador,Portugal,0,3,Brazil Independence Cup,Brazil,11,6,1972,-3,3,3,1217,0,1,Ecuador,Portugal,2,3,0.24112,0.91031,8,loser,winner
Belgium,Germany,1,2,UEFA Euro,Belgium,14,6,1972,-1,1,3,1218,1,1,Belgium,Germany,2,1,0.95463,0.06028,8,loser,winner
Iran,Portugal,0,3,Brazil Independence Cup,Brazil,14,6,1972,-3,3,3,1219,1,1,Iran,Portugal,2,3,0.76844,0.1147,8,loser,winner
Ecuador,Iran,1,1,Brazil Independence Cup,Brazil,21,6,1972,0,0,2,1220,0,1,Ecuador,Iran,2,0,0.7754,0.07765,8,draw,draw
Argentina,France,0,0,Brazil Independence Cup,Brazil,25,6,1972,0,0,0,1221,1,0,Argentina,France,2,0,0.9998,0.40927,8,draw,draw
Argentina,Portugal,1,3,Brazil Independence Cup,Brazil,29,6,1972,-2,2,4,1222,1,1,Argentina,Portugal,2,2,0.70757,0.93788,8,loser,winner
Portugal,Uruguay,1,1,Brazil Independence Cup,Brazil,2,7,1972,0,0,2,1223,1,1,Portugal,Uruguay,2,0,0.23938,0.35397,8,draw,draw
Argentina,Uruguay,1,0,Brazil Independence Cup,Brazil,6,7,1972,1,-1,1,1224,1,1,Argentina,Uruguay,2,1,0.76494,0.25192,8,winner,loser
Brazil,Portugal,1,0,Brazil Independence Cup,Brazil,9,7,1972,1,-1,1,1225,0,1,Brazil,Portugal,2,1,0.7592,0.66413,8,winner,loser
Japan,South Korea,0,3,Merdeka Tournament,Malaysia,26,7,1972,-3,3,3,1226,0,0,Japan,South_Korea,2,3,0.28154,0.25576,8,loser,winner
Costa Rica,Mexico,1,0,Friendly,Costa Rica,6,8,1972,1,-1,1,1227,1,1,Costa_Rica,Mexico,2,1,0.48827,0.89541,8,winner,loser
Canada,United States,3,2,CONCACAF Championship qualification,Canada,20,8,1972,1,-1,5,1228,0,0,Canada,United_States,2,1,0.16911,0.77253,8,winner,loser
Canada,Mexico,0,1,CONCACAF Championship qualification,Canada,24,8,1972,-1,1,1,1229,0,1,Canada,Mexico,2,1,0.75745,0.99706,8,loser,winner
United States,Canada,2,2,CONCACAF Championship qualification,United States,29,8,1972,0,0,4,1230,0,0,United_States,Canada,2,0,0.30064,0.6223,8,draw,draw
Mexico,United States,3,1,CONCACAF Championship qualification,Mexico,3,9,1972,2,-2,4,1231,1,0,Mexico,United_States,2,2,0.5553,0.15339,8,winner,loser
Mexico,Canada,2,1,CONCACAF Championship qualification,Mexico,6,9,1972,1,-1,3,1232,1,0,Mexico,Canada,2,1,0.16701,0.02889,8,winner,loser
United States,Mexico,1,2,CONCACAF Championship qualification,United States,10,9,1972,-1,1,3,1233,0,1,United_States,Mexico,2,1,0.90077,0.39839,8,loser,winner
Japan,South Korea,2,2,Friendly,Japan,14,9,1972,0,0,4,1234,0,0,Japan,South_Korea,2,0,0.96517,0.2837,8,draw,draw
Denmark,Switzerland,1,1,Friendly,Denmark,4,10,1972,0,0,2,1235,1,0,Denmark,Switzerland,2,0,0.5862,0.70977,8,draw,draw
Spain,Argentina,1,0,Friendly,Spain,11,10,1972,1,-1,1,1236,1,1,Spain,Argentina,2,1,0.82916,0.85721,8,winner,loser
Mexico,Costa Rica,3,1,Friendly,Mexico,12,10,1972,2,-2,4,1237,1,1,Mexico,Costa_Rica,2,2,0.99986,0.92217,8,winner,loser
South Korea,Australia,1,1,Friendly,South Korea,22,10,1972,0,0,2,1238,0,0,South_Korea,Australia,2,0,0.17559,0.64992,8,draw,draw
South Korea,Australia,0,2,Friendly,South Korea,24,10,1972,-2,2,2,1239,0,0,South_Korea,Australia,2,2,0.09716,0.57539,8,loser,winner
Germany,Switzerland,5,1,Friendly,Germany,15,11,1972,4,-4,6,1240,1,0,Germany,Switzerland,2,4,0.19155,0.50664,8,winner,loser
Wales,England,0,1,FIFA World Cup qualification,Wales,15,11,1972,-1,1,1,1241,0,1,Wales,England,2,1,0.27675,0.70128,8,loser,winner
Belgium,Netherlands,0,0,FIFA World Cup qualification,Belgium,19,11,1972,0,0,0,1242,1,1,Belgium,Netherlands,2,0,0.28875,0.79171,8,draw,draw
Morocco,Senegal,0,0,FIFA World Cup qualification,Morocco,19,11,1972,0,0,0,1243,0,0,Morocco,Senegal,2,0,0.40272,0.63459,8,draw,draw
Senegal,Morocco,1,2,FIFA World Cup qualification,Senegal,3,12,1972,-1,1,3,1244,0,0,Senegal,Morocco,2,1,0.26399,0.20017,8,loser,winner
England,Wales,1,1,FIFA World Cup qualification,England,24,1,1973,0,0,2,1245,1,0,England,Wales,3,0,0.92858,0.65497,8,draw,draw
Mexico,Argentina,2,0,Friendly,Mexico,6,2,1973,2,-2,2,1246,1,1,Mexico,Argentina,3,2,0.88027,0.61609,8,winner,loser
Germany,Argentina,2,3,Friendly,Germany,14,2,1973,-1,1,5,1247,1,1,Germany,Argentina,3,1,0.6476,0.27564,8,loser,winner
Morocco,Senegal,3,1,Friendly,Morocco,17,2,1973,2,-2,4,1248,0,0,Morocco,Senegal,3,2,0.75822,0.60677,8,winner,loser
France,Portugal,1,2,Friendly,France,3,3,1973,-1,1,3,1249,0,1,France,Portugal,3,1,0.96636,0.99485,8,loser,winner
Poland,United States,4,0,Friendly,Poland,20,3,1973,4,-4,4,1250,0,0,Poland,United_States,3,4,0.81885,0.43284,8,winner,loser
Wales,Poland,2,0,FIFA World Cup qualification,Wales,28,3,1973,2,-2,2,1251,0,0,Wales,Poland,3,2,0.60939,0.76119,8,winner,loser
Senegal,Ghana,1,0,African Cup of Nations qualification,Senegal,21,4,1973,1,-1,1,1252,0,0,Senegal,Ghana,3,1,0.17026,0.95554,8,winner,loser
Netherlands,Spain,3,2,Friendly,Netherlands,2,5,1973,1,-1,5,1253,1,1,Netherlands,Spain,3,1,0.97288,0.70319,8,winner,loser
England,Wales,3,0,British Championship,England,15,5,1973,3,-3,3,1254,1,0,England,Wales,3,3,0.51781,0.01032,8,winner,loser
Argentina,Uruguay,1,1,Copa Lipton,Argentina,17,5,1973,0,0,2,1255,1,1,Argentina,Uruguay,3,0,0.21423,0.00498,8,draw,draw
Uruguay,Argentina,1,1,Copa Newton,Uruguay,23,5,1973,0,0,2,1256,1,1,Uruguay,Argentina,3,0,0.32346,0.27821,8,draw,draw
Poland,England,2,0,FIFA World Cup qualification,Poland,6,6,1973,2,-2,2,1257,0,1,Poland,England,3,2,0.73968,0.34735,8,winner,loser
Tunisia,Brazil,1,4,Friendly,Tunisia,6,6,1973,-3,3,5,1258,1,0,Tunisia,Brazil,3,3,0.67895,0.33324,8,loser,winner
Germany,Brazil,0,1,Friendly,Germany,16,6,1973,-1,1,1,1259,1,0,Germany,Brazil,3,1,0.81032,0.94967,8,loser,winner
South Korea,Japan,2,0,Friendly,South Korea,23,6,1973,2,-2,2,1260,0,0,South_Korea,Japan,3,2,0.04732,0.71947,8,winner,loser
Ecuador,Uruguay,1,2,FIFA World Cup qualification,Ecuador,1,7,1973,-1,1,3,1261,0,1,Ecuador,Uruguay,3,1,0.58837,0.83039,8,loser,winner
Uruguay,Ecuador,4,0,FIFA World Cup qualification,Uruguay,8,7,1973,4,-4,4,1262,1,0,Uruguay,Ecuador,3,4,0.6752,0.44516,8,winner,loser
Canada,Poland,1,3,Friendly,Canada,1,8,1973,-2,2,4,1263,0,0,Canada,Poland,3,2,0.51059,0.49028,8,loser,winner
United States,Poland,0,1,Friendly,United States,3,8,1973,-1,1,1,1264,0,0,United_States,Poland,3,1,0.48372,0.1456,8,loser,winner
Canada,United States,0,2,Friendly,Canada,5,8,1973,-2,2,2,1265,0,0,Canada,United_States,3,2,0.01694,0.57107,8,loser,winner
Mexico,Poland,0,1,Friendly,United States,5,8,1973,-1,1,1,1266,1,0,Mexico,Poland,3,1,0.5888,0.85232,8,loser,winner
Mexico,Poland,1,2,Friendly,Mexico,8,8,1973,-1,1,3,1267,1,0,Mexico,Poland,3,1,0.06787,0.4272,8,loser,winner
United States,Poland,0,4,Friendly,United States,10,8,1973,-4,4,4,1268,0,0,United_States,Poland,3,4,0.05183,0.50456,8,loser,winner
United States,Poland,1,0,Friendly,United States,12,8,1973,1,-1,1,1269,0,0,United_States,Poland,3,1,0.89933,0.18411,8,winner,loser
Australia,Iran,3,0,FIFA World Cup qualification,Australia,18,8,1973,3,-3,3,1270,0,1,Australia,Iran,3,3,0.85043,0.21471,8,winner,loser
Iran,Australia,2,0,FIFA World Cup qualification,Iran,24,8,1973,2,-2,2,1271,1,0,Iran,Australia,3,2,0.11201,0.00594,8,winner,loser
Poland,Wales,3,0,FIFA World Cup qualification,Poland,26,9,1973,3,-3,3,1272,0,0,Poland,Wales,3,3,0.00711,0.85271,8,winner,loser
Netherlands,Poland,1,1,Friendly,Netherlands,10,10,1973,0,0,2,1273,1,0,Netherlands,Poland,3,0,0.32506,0.46185,8,draw,draw
Germany,France,2,1,Friendly,Germany,13,10,1973,1,-1,3,1274,1,0,Germany,France,3,1,0.09237,0.69008,8,winner,loser
Mexico,United States,2,0,Friendly,Mexico,16,10,1973,2,-2,2,1275,1,0,Mexico,United_States,3,2,0.49762,0.57849,8,winner,loser
England,Poland,1,1,FIFA World Cup qualification,England,17,10,1973,0,0,2,1276,1,0,England,Poland,3,0,0.56917,0.87088,8,draw,draw
Australia,South Korea,0,0,FIFA World Cup qualification,Australia,28,10,1973,0,0,0,1277,0,0,Australia,South_Korea,3,0,0.02969,0.24479,8,draw,draw
South Korea,Australia,2,2,FIFA World Cup qualification,South Korea,10,11,1973,0,0,4,1278,0,0,South_Korea,Australia,3,0,0.387,0.47877,8,draw,draw
Australia,South Korea,1,0,FIFA World Cup qualification,Hong Kong,13,11,1973,1,-1,1,1279,0,0,Australia,South_Korea,3,1,0.27043,0.8055,8,winner,loser
Netherlands,Belgium,0,0,FIFA World Cup qualification,Netherlands,18,11,1973,0,0,0,1280,1,1,Netherlands,Belgium,3,0,0.76461,0.91484,8,draw,draw
France,Denmark,3,0,Friendly,France,21,11,1973,3,-3,3,1281,0,1,France,Denmark,3,3,0.79003,0.66872,8,winner,loser
Germany,Spain,2,1,Friendly,Germany,24,11,1973,1,-1,3,1282,1,1,Germany,Spain,3,1,0.44858,0.38278,8,winner,loser
Spain,Germany,1,0,Friendly,Spain,23,2,1974,1,-1,1,1283,1,1,Spain,Germany,4,1,0.14612,0.51724,8,winner,loser
Qatar,Morocco,0,1,Friendly,Qatar,27,2,1974,-1,1,1,1284,0,0,Qatar,Morocco,4,1,0.08387,0.34474,8,loser,winner
Saudi Arabia,Morocco,0,0,Friendly,Saudi Arabia,6,3,1974,0,0,0,1285,1,0,Saudi_Arabia,Morocco,4,0,0.29406,0.83525,8,draw,draw
Qatar,Saudi Arabia,0,2,Gulf Cup,Kuwait,16,3,1974,-2,2,2,1286,0,1,Qatar,Saudi_Arabia,4,2,0.99333,0.19067,8,loser,winner
Qatar,Saudi Arabia,1,3,Gulf Cup,Kuwait,26,3,1974,-2,2,4,1287,0,1,Qatar,Saudi_Arabia,4,2,0.4433,0.47231,8,loser,winner
Brazil,Mexico,1,1,Friendly,Brazil,31,3,1974,0,0,2,1288,0,1,Brazil,Mexico,4,0,0.03469,0.06137,8,draw,draw
Portugal,England,0,0,Friendly,Portugal,3,4,1974,0,0,0,1289,1,1,Portugal,England,4,0,0.87296,0.70553,8,draw,draw
Belgium,Poland,1,1,Friendly,Belgium,17,4,1974,0,0,2,1290,1,0,Belgium,Poland,4,0,0.75647,0.24271,8,draw,draw
Switzerland,Belgium,0,1,Friendly,Switzerland,1,5,1974,-1,1,1,1291,0,1,Switzerland,Belgium,4,1,0.45468,0.12426,8,loser,winner
Wales,England,0,2,British Championship,Wales,11,5,1974,-2,2,2,1292,0,1,Wales,England,4,2,0.77369,0.76791,8,loser,winner
France,Argentina,0,1,Friendly,France,18,5,1974,-1,1,1,1293,0,1,France,Argentina,4,1,0.46156,0.15014,8,loser,winner
England,Argentina,2,2,Friendly,England,22,5,1974,0,0,4,1294,1,1,England,Argentina,4,0,0.41796,0.31784,8,draw,draw
Netherlands,Argentina,4,1,Friendly,Netherlands,26,5,1974,3,-3,5,1295,1,1,Netherlands,Argentina,4,3,0.58026,0.01908,8,winner,loser
Poland,Argentina,3,2,FIFA World Cup,Germany,15,6,1974,1,-1,5,1296,0,1,Poland,Argentina,4,1,0.70254,0.14497,8,winner,loser
Uruguay,Netherlands,0,2,FIFA World Cup,Germany,15,6,1974,-2,2,2,1297,1,1,Uruguay,Netherlands,4,2,0.64812,0.70309,8,loser,winner
Germany,Australia,3,0,FIFA World Cup,Germany,18,6,1974,3,-3,3,1298,1,0,Germany,Australia,4,3,0.75388,0.05207,8,winner,loser
Netherlands,Argentina,4,0,FIFA World Cup,Germany,26,6,1974,4,-4,4,1299,1,1,Netherlands,Argentina,4,4,0.79874,0.0334,8,winner,loser
Argentina,Brazil,1,2,FIFA World Cup,Germany,30,6,1974,-1,1,3,1300,1,0,Argentina,Brazil,4,1,0.63349,0.28688,8,loser,winner
Germany,Poland,1,0,FIFA World Cup,Germany,3,7,1974,1,-1,1,1301,1,0,Germany,Poland,4,1,0.09006,0.82295,8,winner,loser
Netherlands,Brazil,2,0,FIFA World Cup,Germany,3,7,1974,2,-2,2,1302,1,0,Netherlands,Brazil,4,2,0.6626,0.17211,8,winner,loser
Brazil,Poland,0,1,FIFA World Cup,Germany,6,7,1974,-1,1,1,1303,0,0,Brazil,Poland,4,1,0.02132,0.27153,8,loser,winner
Germany,Netherlands,2,1,FIFA World Cup,Germany,7,7,1974,1,-1,3,1304,1,1,Germany,Netherlands,4,1,0.89584,0.59412,8,winner,loser
Switzerland,Germany,1,2,Friendly,Switzerland,4,9,1974,-1,1,3,1305,0,1,Switzerland,Germany,4,1,0.407,0.37123,8,loser,winner
Mexico,United States,3,1,Friendly,Mexico,5,9,1974,2,-2,4,1306,1,0,Mexico,United_States,4,2,0.67746,0.32243,8,winner,loser
Poland,France,0,2,Friendly,Poland,7,9,1974,-2,2,2,1307,0,0,Poland,France,4,2,0.42287,0.399,8,loser,winner
United States,Mexico,0,1,Friendly,United States,8,9,1974,-1,1,1,1308,0,1,United_States,Mexico,4,1,0.88313,0.15007,8,loser,winner
Denmark,Spain,1,2,UEFA Euro qualification,Denmark,25,9,1974,-1,1,3,1309,1,1,Denmark,Spain,4,1,0.31286,0.02193,8,loser,winner
Japan,South Korea,4,1,Friendly,Japan,28,9,1974,3,-3,5,1310,0,0,Japan,South_Korea,4,3,0.76459,0.39366,8,winner,loser
Morocco,Tunisia,3,1,Kuneitra Cup,Syria,1,10,1974,2,-2,4,1311,0,1,Morocco,Tunisia,4,2,0.92086,0.00225,8,winner,loser
Netherlands,Switzerland,1,0,Friendly,Netherlands,9,10,1974,1,-1,1,1312,1,0,Netherlands,Switzerland,4,1,0.63661,0.80789,8,winner,loser
Argentina,Spain,1,1,Friendly,Argentina,12,10,1974,0,0,2,1313,1,1,Argentina,Spain,4,0,0.9462,0.80795,8,draw,draw
Belgium,France,2,1,UEFA Euro qualification,Belgium,12,10,1974,1,-1,3,1314,1,0,Belgium,France,4,1,0.84732,0.39143,8,winner,loser
Poland,Canada,2,0,Friendly,Poland,31,10,1974,2,-2,2,1315,0,0,Poland,Canada,4,2,0.65707,0.73168,8,winner,loser
Switzerland,Portugal,3,0,Friendly,Switzerland,13,11,1974,3,-3,3,1316,0,1,Switzerland,Portugal,4,3,0.88034,0.33937,8,winner,loser
England,Portugal,0,0,UEFA Euro qualification,England,20,11,1974,0,0,0,1317,1,1,England,Portugal,4,0,0.19115,0.10551,8,draw,draw
Morocco,Tunisia,0,0,Friendly,Morocco,2,3,1975,0,0,0,1318,0,1,Morocco,Tunisia,5,0,0.89289,0.32731,8,draw,draw
Brazil,Portugal,2,1,Friendly,Brazil,9,3,1975,1,-1,3,1319,0,1,Brazil,Portugal,5,1,0.02176,0.39955,8,winner,loser
England,Germany,2,0,Friendly,England,12,3,1975,2,-2,2,1320,1,1,England,Germany,5,2,0.16954,0.82315,8,winner,loser
Poland,United States,7,0,Friendly,Poland,26,3,1975,7,-7,7,1321,0,0,Poland,United_States,5,7,0.45957,0.78384,8,winner,loser
Saudi Arabia,Qatar,2,1,AFC Asian Cup qualification,Iraq,4,4,1975,1,-1,3,1322,1,0,Saudi_Arabia,Qatar,5,1,0.41324,0.3452,8,winner,loser
Saudi Arabia,Qatar,0,1,AFC Asian Cup qualification,Iraq,14,4,1975,-1,1,1,1323,1,0,Saudi_Arabia,Qatar,5,1,0.6415,0.08318,8,loser,winner
France,Portugal,0,2,Friendly,France,26,4,1975,-2,2,2,1324,0,1,France,Portugal,5,2,0.13202,0.37754,8,loser,winner
Belgium,Netherlands,1,0,Friendly,Belgium,30,4,1975,1,-1,1,1325,1,1,Belgium,Netherlands,5,1,0.18282,0.97453,8,winner,loser
Germany,Netherlands,1,1,Friendly,Germany,17,5,1975,0,0,2,1326,1,1,Germany,Netherlands,5,0,0.92466,0.82237,8,draw,draw
England,Wales,2,2,British Championship,England,21,5,1975,0,0,4,1327,1,0,England,Wales,5,0,0.67339,0.09619,8,draw,draw
United States,Poland,0,4,Friendly,United States,24,6,1975,-4,4,4,1328,0,0,United_States,Poland,5,4,0.57534,0.06477,8,loser,winner
Canada,Poland,1,8,Friendly,Canada,6,7,1975,-7,7,9,1329,0,0,Canada,Poland,5,7,0.8776,0.54594,8,loser,winner
Canada,Poland,1,4,Friendly,Canada,9,7,1975,-3,3,5,1330,0,0,Canada,Poland,5,3,0.70329,0.28056,8,loser,winner
Uruguay,Argentina,2,3,Copa Newton,Uruguay,18,7,1975,-1,1,5,1331,1,1,Uruguay,Argentina,5,1,0.46543,0.14926,8,loser,winner
Brazil,Argentina,2,1,Copa America,Brazil,6,8,1975,1,-1,3,1332,0,1,Brazil,Argentina,5,1,0.29881,0.64975,8,winner,loser
Japan,South Korea,1,3,Merdeka Tournament,Malaysia,9,8,1975,-2,2,4,1333,0,0,Japan,South_Korea,5,2,0.5513,0.76059,8,loser,winner
Argentina,Brazil,0,1,Copa America,Argentina,16,8,1975,-1,1,1,1334,1,0,Argentina,Brazil,5,1,0.76178,0.54927,8,loser,winner
Mexico,Costa Rica,7,0,Friendly,Mexico,17,8,1975,7,-7,7,1335,1,1,Mexico,Costa_Rica,5,7,0.11421,0.74551,8,winner,loser
Costa Rica,United States,3,1,Friendly,Mexico,19,8,1975,2,-2,4,1336,1,0,Costa_Rica,United_States,5,2,0.62327,0.1895,8,winner,loser
