serial,year,year_n,month,day,decade,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament_ar,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team_ar,home_team_txt,away_team_ar,away_team_txt,size,team_a_ar,team_a_txt,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
3189,2007,7,9,12,11,المكسيك,home_team,1,3,-2,2,4,-2,مباراة ودية,الولايات المتحدة,1,0,0.88526,0.98489,Mexico,0.88526,loser,المكسيك,Mexico,البرازيل,Brazil,2,المكسيك,Mexico,البرازيل,Brazil,loser,winner,1,3,-2,2,0.88526,0.98489
3189,2007,7,9,12,11,البرازيل,away_team,1,3,-2,2,4,2,مباراة ودية,الولايات المتحدة,1,0,0.88526,0.98489,Brazil,0.98489,winner,المكسيك,Mexico,البرازيل,Brazil,2,البرازيل,Brazil,المكسيك,Mexico,winner,loser,3,1,2,-2,0.88526,0.98489
3190,2007,7,9,12,11,البرتغال,home_team,1,1,0,0,2,0, تصفيات كأس أمم أوروبا,البرتغال,1,1,0.59717,0.04491,Portugal,0.59717,draw,البرتغال,Portugal,صربيا,Serbia,0,البرتغال,Portugal,صربيا,Serbia,draw,draw,1,1,0,0,0.59717,0.04491
3190,2007,7,9,12,11,صربيا,away_team,1,1,0,0,2,0, تصفيات كأس أمم أوروبا,البرتغال,1,1,0.59717,0.04491,Serbia,0.04491,draw,البرتغال,Portugal,صربيا,Serbia,0,صربيا,Serbia,البرتغال,Portugal,draw,draw,1,1,0,0,0.59717,0.04491
3191,2007,7,10,13,11,الدنمارك,home_team,1,3,-2,2,4,-2, تصفيات كأس أمم أوروبا,الدنمارك,1,1,0.57184,0.11232,Denmark,0.57184,loser,الدنمارك,Denmark,إسبانيا,Spain,2,الدنمارك,Denmark,إسبانيا,Spain,loser,winner,1,3,-2,2,0.57184,0.11232
3191,2007,7,10,13,11,إسبانيا,away_team,1,3,-2,2,4,2, تصفيات كأس أمم أوروبا,الدنمارك,1,1,0.57184,0.11232,Spain,0.11232,winner,الدنمارك,Denmark,إسبانيا,Spain,2,إسبانيا,Spain,الدنمارك,Denmark,winner,loser,3,1,2,-2,0.57184,0.11232
3192,2007,7,10,17,11,البرازيل,home_team,5,0,5,-5,5,5,تصفيات كأس العالم,البرازيل,0,0,0.74717,0.62723,Brazil,0.74717,winner,البرازيل,Brazil,الاكوادور,Ecuador,5,البرازيل,Brazil,الاكوادور,Ecuador,winner,loser,5,0,5,-5,0.74717,0.62723
3192,2007,7,10,17,11,الاكوادور,away_team,5,0,5,-5,5,-5,تصفيات كأس العالم,البرازيل,0,0,0.74717,0.62723,Ecuador,0.62723,loser,البرازيل,Brazil,الاكوادور,Ecuador,5,الاكوادور,Ecuador,البرازيل,Brazil,loser,winner,0,5,-5,5,0.74717,0.62723
3193,2007,7,10,17,11,سويسرا,home_team,0,1,-1,1,1,-1,مباراة ودية,سويسرا,0,0,0.6415,0.69825,Switzerland,0.6415,loser,سويسرا,Switzerland,الولايات المتحدة,United_States,1,سويسرا,Switzerland,الولايات المتحدة,United_States,loser,winner,0,1,-1,1,0.6415,0.69825
3193,2007,7,10,17,11,الولايات المتحدة,away_team,0,1,-1,1,1,1,مباراة ودية,سويسرا,0,0,0.6415,0.69825,United_States,0.69825,winner,سويسرا,Switzerland,الولايات المتحدة,United_States,1,الولايات المتحدة,United_States,سويسرا,Switzerland,winner,loser,1,0,1,-1,0.6415,0.69825
3194,2007,7,11,16,11,فرنسا,home_team,2,2,0,0,4,0,مباراة ودية,فرنسا,0,0,0.01318,0.83209,France,0.01318,draw,فرنسا,France,المغرب,Morocco,0,فرنسا,France,المغرب,Morocco,draw,draw,2,2,0,0,0.01318,0.83209
3194,2007,7,11,16,11,المغرب,away_team,2,2,0,0,4,0,مباراة ودية,فرنسا,0,0,0.01318,0.83209,Morocco,0.83209,draw,فرنسا,France,المغرب,Morocco,0,المغرب,Morocco,فرنسا,France,draw,draw,2,2,0,0,0.01318,0.83209
3195,2007,7,11,17,11,بولندا,home_team,2,0,2,-2,2,2, تصفيات كأس أمم أوروبا,بولندا,0,1,0.21453,0.6123,Poland,0.21453,winner,بولندا,Poland,بلجيكا,Belgium,2,بولندا,Poland,بلجيكا,Belgium,winner,loser,2,0,2,-2,0.21453,0.6123
3195,2007,7,11,17,11,بلجيكا,away_team,2,0,2,-2,2,-2, تصفيات كأس أمم أوروبا,بولندا,0,1,0.21453,0.6123,Belgium,0.6123,loser,بولندا,Poland,بلجيكا,Belgium,2,بلجيكا,Belgium,بولندا,Poland,loser,winner,0,2,-2,2,0.21453,0.6123
3196,2007,7,11,21,11,البرازيل,home_team,2,1,1,-1,3,1,تصفيات كأس العالم,البرازيل,0,1,0.38945,0.14552,Brazil,0.38945,winner,البرازيل,Brazil,أوروغواي,Uruguay,1,البرازيل,Brazil,أوروغواي,Uruguay,winner,loser,2,1,1,-1,0.38945,0.14552
3196,2007,7,11,21,11,أوروغواي,away_team,2,1,1,-1,3,-1,تصفيات كأس العالم,البرازيل,0,1,0.38945,0.14552,Uruguay,0.14552,loser,البرازيل,Brazil,أوروغواي,Uruguay,1,أوروغواي,Uruguay,البرازيل,Brazil,loser,winner,1,2,-1,1,0.38945,0.14552
3197,2007,7,11,21,11,إنجلترا,home_team,2,3,-1,1,5,-1, تصفيات كأس أمم أوروبا,إنجلترا,1,0,0.89665,0.21969,England,0.89665,loser,إنجلترا,England,كرواتيا,Croatia,1,إنجلترا,England,كرواتيا,Croatia,loser,winner,2,3,-1,1,0.89665,0.21969
3197,2007,7,11,21,11,كرواتيا,away_team,2,3,-1,1,5,1, تصفيات كأس أمم أوروبا,إنجلترا,1,0,0.89665,0.21969,Croatia,0.21969,winner,إنجلترا,England,كرواتيا,Croatia,1,كرواتيا,Croatia,إنجلترا,England,winner,loser,3,2,1,-1,0.89665,0.21969
3198,2007,7,11,21,11,ألمانيا,home_team,0,0,0,0,0,0, تصفيات كأس أمم أوروبا,ألمانيا,1,0,0.59569,0.18606,Germany,0.59569,draw,ألمانيا,Germany,ويلز,Wales,0,ألمانيا,Germany,ويلز,Wales,draw,draw,0,0,0,0,0.59569,0.18606
3198,2007,7,11,21,11,ويلز,away_team,0,0,0,0,0,0, تصفيات كأس أمم أوروبا,ألمانيا,1,0,0.59569,0.18606,Wales,0.18606,draw,ألمانيا,Germany,ويلز,Wales,0,ويلز,Wales,ألمانيا,Germany,draw,draw,0,0,0,0,0.59569,0.18606
3199,2007,7,11,21,11,المغرب,home_team,3,0,3,-3,3,3,مباراة ودية,فرنسا,0,0,0.67509,0.22924,Morocco,0.67509,winner,المغرب,Morocco,السنغال,Senegal,3,المغرب,Morocco,السنغال,Senegal,winner,loser,3,0,3,-3,0.67509,0.22924
3199,2007,7,11,21,11,السنغال,away_team,3,0,3,-3,3,-3,مباراة ودية,فرنسا,0,0,0.67509,0.22924,Senegal,0.22924,loser,المغرب,Morocco,السنغال,Senegal,3,السنغال,Senegal,المغرب,Morocco,loser,winner,0,3,-3,3,0.67509,0.22924
3200,2007,7,11,21,11,صربيا,home_team,2,2,0,0,4,0, تصفيات كأس أمم أوروبا,صربيا,1,0,0.03333,0.23,Serbia,0.03333,draw,صربيا,Serbia,بولندا,Poland,0,صربيا,Serbia,بولندا,Poland,draw,draw,2,2,0,0,0.03333,0.23
3200,2007,7,11,21,11,بولندا,away_team,2,2,0,0,4,0, تصفيات كأس أمم أوروبا,صربيا,1,0,0.03333,0.23,Poland,0.23,draw,صربيا,Serbia,بولندا,Poland,0,بولندا,Poland,صربيا,Serbia,draw,draw,2,2,0,0,0.03333,0.23
3201,2008,8,1,10,11,قطر,home_team,0,0,0,0,0,0,مباراة ودية,قطر,0,1,0.53246,0.1404,Qatar,0.53246,draw,قطر,Qatar,إيران,Iran,0,قطر,Qatar,إيران,Iran,draw,draw,0,0,0,0,0.53246,0.1404
3201,2008,8,1,10,11,إيران,away_team,0,0,0,0,0,0,مباراة ودية,قطر,0,1,0.53246,0.1404,Iran,0.1404,draw,قطر,Qatar,إيران,Iran,0,إيران,Iran,قطر,Qatar,draw,draw,0,0,0,0,0.53246,0.1404
3202,2008,8,1,23,11,تونس,home_team,2,2,0,0,4,0, كأس أمم أفريقيا,غانا,1,0,0.04872,0.02365,Tunisia,0.04872,draw,تونس,Tunisia,السنغال,Senegal,0,تونس,Tunisia,السنغال,Senegal,draw,draw,2,2,0,0,0.04872,0.02365
3202,2008,8,1,23,11,السنغال,away_team,2,2,0,0,4,0, كأس أمم أفريقيا,غانا,1,0,0.04872,0.02365,Senegal,0.02365,draw,تونس,Tunisia,السنغال,Senegal,0,السنغال,Senegal,تونس,Tunisia,draw,draw,2,2,0,0,0.04872,0.02365
3203,2008,8,1,28,11,غانا,home_team,2,0,2,-2,2,2, كأس أمم أفريقيا,غانا,0,0,0.80158,0.76379,Ghana,0.80158,winner,غانا,Ghana,المغرب,Morocco,2,غانا,Ghana,المغرب,Morocco,winner,loser,2,0,2,-2,0.80158,0.76379
3203,2008,8,1,28,11,المغرب,away_team,2,0,2,-2,2,-2, كأس أمم أفريقيا,غانا,0,0,0.80158,0.76379,Morocco,0.76379,loser,غانا,Ghana,المغرب,Morocco,2,المغرب,Morocco,غانا,Ghana,loser,winner,0,2,-2,2,0.80158,0.76379
3204,2008,8,1,30,11,إيران,home_team,0,0,0,0,0,0,مباراة ودية,إيران,1,1,0.19361,0.62823,Iran,0.19361,draw,إيران,Iran,كوستا ريكا,Costa_Rica,0,إيران,Iran,كوستا ريكا,Costa_Rica,draw,draw,0,0,0,0,0.19361,0.62823
3204,2008,8,1,30,11,كوستا ريكا,away_team,0,0,0,0,0,0,مباراة ودية,إيران,1,1,0.19361,0.62823,Costa_Rica,0.62823,draw,إيران,Iran,كوستا ريكا,Costa_Rica,0,كوستا ريكا,Costa_Rica,إيران,Iran,draw,draw,0,0,0,0,0.19361,0.62823
3205,2008,8,2,4,11,تونس,home_team,2,3,-1,1,5,-1, كأس أمم أفريقيا,غانا,1,1,0.43002,0.00708,Tunisia,0.43002,loser,تونس,Tunisia,الكاميرون,Cameroon,1,تونس,Tunisia,الكاميرون,Cameroon,loser,winner,2,3,-1,1,0.43002,0.00708
3205,2008,8,2,4,11,الكاميرون,away_team,2,3,-1,1,5,1, كأس أمم أفريقيا,غانا,1,1,0.43002,0.00708,Cameroon,0.00708,winner,تونس,Tunisia,الكاميرون,Cameroon,1,الكاميرون,Cameroon,تونس,Tunisia,winner,loser,3,2,1,-1,0.43002,0.00708
3206,2008,8,2,6,11,أستراليا,home_team,3,0,3,-3,3,3,تصفيات كأس العالم,أستراليا,0,0,0.22511,0.38097,Australia,0.22511,winner,أستراليا,Australia,قطر,Qatar,3,أستراليا,Australia,قطر,Qatar,winner,loser,3,0,3,-3,0.22511,0.38097
3206,2008,8,2,6,11,قطر,away_team,3,0,3,-3,3,-3,تصفيات كأس العالم,أستراليا,0,0,0.22511,0.38097,Qatar,0.38097,loser,أستراليا,Australia,قطر,Qatar,3,قطر,Qatar,أستراليا,Australia,loser,winner,0,3,-3,3,0.22511,0.38097
3207,2008,8,2,6,11,كرواتيا,home_team,0,3,-3,3,3,-3,مباراة ودية,كرواتيا,0,1,0.6024,0.62797,Croatia,0.6024,loser,كرواتيا,Croatia,هولندا,Netherlands,3,كرواتيا,Croatia,هولندا,Netherlands,loser,winner,0,3,-3,3,0.6024,0.62797
3207,2008,8,2,6,11,هولندا,away_team,0,3,-3,3,3,3,مباراة ودية,كرواتيا,0,1,0.6024,0.62797,Netherlands,0.62797,winner,كرواتيا,Croatia,هولندا,Netherlands,3,هولندا,Netherlands,كرواتيا,Croatia,winner,loser,3,0,3,-3,0.6024,0.62797
3208,2008,8,2,6,11,إنجلترا,home_team,2,1,1,-1,3,1,مباراة ودية,إنجلترا,1,0,0.93149,0.90988,England,0.93149,winner,إنجلترا,England,سويسرا,Switzerland,1,إنجلترا,England,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.93149,0.90988
3208,2008,8,2,6,11,سويسرا,away_team,2,1,1,-1,3,-1,مباراة ودية,إنجلترا,1,0,0.93149,0.90988,Switzerland,0.90988,loser,إنجلترا,England,سويسرا,Switzerland,1,سويسرا,Switzerland,إنجلترا,England,loser,winner,1,2,-1,1,0.93149,0.90988
3209,2008,8,2,6,11,إسبانيا,home_team,1,0,1,-1,1,1,مباراة ودية,إسبانيا,1,0,0.10092,0.76411,Spain,0.10092,winner,إسبانيا,Spain,فرنسا,France,1,إسبانيا,Spain,فرنسا,France,winner,loser,1,0,1,-1,0.10092,0.76411
3209,2008,8,2,6,11,فرنسا,away_team,1,0,1,-1,1,-1,مباراة ودية,إسبانيا,1,0,0.10092,0.76411,France,0.76411,loser,إسبانيا,Spain,فرنسا,France,1,فرنسا,France,إسبانيا,Spain,loser,winner,0,1,-1,1,0.10092,0.76411
3210,2008,8,2,6,11,الولايات المتحدة,home_team,2,2,0,0,4,0,مباراة ودية,الولايات المتحدة,0,1,0.22353,0.64812,United_States,0.22353,draw,الولايات المتحدة,United_States,المكسيك,Mexico,0,الولايات المتحدة,United_States,المكسيك,Mexico,draw,draw,2,2,0,0,0.22353,0.64812
3210,2008,8,2,6,11,المكسيك,away_team,2,2,0,0,4,0,مباراة ودية,الولايات المتحدة,0,1,0.22353,0.64812,Mexico,0.64812,draw,الولايات المتحدة,United_States,المكسيك,Mexico,0,المكسيك,Mexico,الولايات المتحدة,United_States,draw,draw,2,2,0,0,0.22353,0.64812
3211,2008,8,2,7,11,غانا,home_team,0,1,-1,1,1,-1, كأس أمم أفريقيا,غانا,0,1,0.63258,0.75585,Ghana,0.63258,loser,غانا,Ghana,الكاميرون,Cameroon,1,غانا,Ghana,الكاميرون,Cameroon,loser,winner,0,1,-1,1,0.63258,0.75585
3211,2008,8,2,7,11,الكاميرون,away_team,0,1,-1,1,1,1, كأس أمم أفريقيا,غانا,0,1,0.63258,0.75585,Cameroon,0.75585,winner,غانا,Ghana,الكاميرون,Cameroon,1,الكاميرون,Cameroon,غانا,Ghana,winner,loser,1,0,1,-1,0.63258,0.75585
3212,2008,8,2,23,11,اليابان,home_team,1,1,0,0,2,0,كأس شرق آسيا لكرة القدم,الصين ,0,0,0.05139,0.63716,Japan,0.05139,draw,اليابان,Japan,كوريا الجنوبية,South_Korea,0,اليابان,Japan,كوريا الجنوبية,South_Korea,draw,draw,1,1,0,0,0.05139,0.63716
3212,2008,8,2,23,11,كوريا الجنوبية,away_team,1,1,0,0,2,0,كأس شرق آسيا لكرة القدم,الصين ,0,0,0.05139,0.63716,South_Korea,0.63716,draw,اليابان,Japan,كوريا الجنوبية,South_Korea,0,كوريا الجنوبية,South_Korea,اليابان,Japan,draw,draw,1,1,0,0,0.05139,0.63716
3213,2008,8,3,26,11,بلجيكا,home_team,1,4,-3,3,5,-3,مباراة ودية,بلجيكا,1,0,0.30228,0.52198,Belgium,0.30228,loser,بلجيكا,Belgium,المغرب,Morocco,3,بلجيكا,Belgium,المغرب,Morocco,loser,winner,1,4,-3,3,0.30228,0.52198
3213,2008,8,3,26,11,المغرب,away_team,1,4,-3,3,5,3,مباراة ودية,بلجيكا,1,0,0.30228,0.52198,Morocco,0.52198,winner,بلجيكا,Belgium,المغرب,Morocco,3,المغرب,Morocco,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.30228,0.52198
3214,2008,8,3,26,11,فرنسا,home_team,1,0,1,-1,1,1,مباراة ودية,فرنسا,0,1,0.64732,0.39956,France,0.64732,winner,فرنسا,France,إنجلترا,England,1,فرنسا,France,إنجلترا,England,winner,loser,1,0,1,-1,0.64732,0.39956
3214,2008,8,3,26,11,إنجلترا,away_team,1,0,1,-1,1,-1,مباراة ودية,فرنسا,0,1,0.64732,0.39956,England,0.39956,loser,فرنسا,France,إنجلترا,England,1,إنجلترا,England,فرنسا,France,loser,winner,0,1,-1,1,0.64732,0.39956
3215,2008,8,3,26,11,غانا,home_team,1,2,-1,1,3,-1,مباراة ودية,إنجلترا,0,1,0.37206,0.77835,Ghana,0.37206,loser,غانا,Ghana,المكسيك,Mexico,1,غانا,Ghana,المكسيك,Mexico,loser,winner,1,2,-1,1,0.37206,0.77835
3215,2008,8,3,26,11,المكسيك,away_team,1,2,-1,1,3,1,مباراة ودية,إنجلترا,0,1,0.37206,0.77835,Mexico,0.77835,winner,غانا,Ghana,المكسيك,Mexico,1,المكسيك,Mexico,غانا,Ghana,winner,loser,2,1,1,-1,0.37206,0.77835
3216,2008,8,3,26,11,بولندا,home_team,0,3,-3,3,3,-3,مباراة ودية,بولندا,0,0,0.3833,0.97746,Poland,0.3833,loser,بولندا,Poland,الولايات المتحدة,United_States,3,بولندا,Poland,الولايات المتحدة,United_States,loser,winner,0,3,-3,3,0.3833,0.97746
3216,2008,8,3,26,11,الولايات المتحدة,away_team,0,3,-3,3,3,3,مباراة ودية,بولندا,0,0,0.3833,0.97746,United_States,0.97746,winner,بولندا,Poland,الولايات المتحدة,United_States,3,الولايات المتحدة,United_States,بولندا,Poland,winner,loser,3,0,3,-3,0.3833,0.97746
3217,2008,8,3,26,11,سويسرا,home_team,0,4,-4,4,4,-4,مباراة ودية,سويسرا,0,1,0.69812,0.48912,Switzerland,0.69812,loser,سويسرا,Switzerland,ألمانيا,Germany,4,سويسرا,Switzerland,ألمانيا,Germany,loser,winner,0,4,-4,4,0.69812,0.48912
3217,2008,8,3,26,11,ألمانيا,away_team,0,4,-4,4,4,4,مباراة ودية,سويسرا,0,1,0.69812,0.48912,Germany,0.48912,winner,سويسرا,Switzerland,ألمانيا,Germany,4,ألمانيا,Germany,سويسرا,Switzerland,winner,loser,4,0,4,-4,0.69812,0.48912
3218,2008,8,5,23,11,أستراليا,home_team,1,0,1,-1,1,1,مباراة ودية,أستراليا,0,0,0.55844,0.1761,Australia,0.55844,winner,أستراليا,Australia,غانا,Ghana,1,أستراليا,Australia,غانا,Ghana,winner,loser,1,0,1,-1,0.55844,0.1761
3218,2008,8,5,23,11,غانا,away_team,1,0,1,-1,1,-1,مباراة ودية,أستراليا,0,0,0.55844,0.1761,Ghana,0.1761,loser,أستراليا,Australia,غانا,Ghana,1,غانا,Ghana,أستراليا,Australia,loser,winner,0,1,-1,1,0.55844,0.1761
3219,2008,8,5,27,11,فرنسا,home_team,2,0,2,-2,2,2,مباراة ودية,فرنسا,0,0,0.72839,0.25108,France,0.72839,winner,فرنسا,France,الاكوادور,Ecuador,2,فرنسا,France,الاكوادور,Ecuador,winner,loser,2,0,2,-2,0.72839,0.25108
3219,2008,8,5,27,11,الاكوادور,away_team,2,0,2,-2,2,-2,مباراة ودية,فرنسا,0,0,0.72839,0.25108,Ecuador,0.25108,loser,فرنسا,France,الاكوادور,Ecuador,2,الاكوادور,Ecuador,فرنسا,France,loser,winner,0,2,-2,2,0.72839,0.25108
3220,2008,8,5,28,11,إنجلترا,home_team,2,0,2,-2,2,2,مباراة ودية,إنجلترا,1,0,0.14193,0.82831,England,0.14193,winner,إنجلترا,England,الولايات المتحدة,United_States,2,إنجلترا,England,الولايات المتحدة,United_States,winner,loser,2,0,2,-2,0.14193,0.82831
3220,2008,8,5,28,11,الولايات المتحدة,away_team,2,0,2,-2,2,-2,مباراة ودية,إنجلترا,1,0,0.14193,0.82831,United_States,0.82831,loser,إنجلترا,England,الولايات المتحدة,United_States,2,الولايات المتحدة,United_States,إنجلترا,England,loser,winner,0,2,-2,2,0.14193,0.82831
3221,2008,8,5,29,11,هولندا,home_team,1,1,0,0,2,0,مباراة ودية,هولندا,1,1,0.85828,0.9344,Netherlands,0.85828,draw,هولندا,Netherlands,الدنمارك,Denmark,0,هولندا,Netherlands,الدنمارك,Denmark,draw,draw,1,1,0,0,0.85828,0.9344
3221,2008,8,5,29,11,الدنمارك,away_team,1,1,0,0,2,0,مباراة ودية,هولندا,1,1,0.85828,0.9344,Denmark,0.9344,draw,هولندا,Netherlands,الدنمارك,Denmark,0,الدنمارك,Denmark,هولندا,Netherlands,draw,draw,1,1,0,0,0.85828,0.9344
3222,2008,8,5,31,11,البرازيل,home_team,3,2,1,-1,5,1,مباراة ودية,الولايات المتحدة,0,0,0.0479,0.82258,Brazil,0.0479,winner,البرازيل,Brazil,كندا,Canada,1,البرازيل,Brazil,كندا,Canada,winner,loser,3,2,1,-1,0.0479,0.82258
3222,2008,8,5,31,11,كندا,away_team,3,2,1,-1,5,-1,مباراة ودية,الولايات المتحدة,0,0,0.0479,0.82258,Canada,0.82258,loser,البرازيل,Brazil,كندا,Canada,1,كندا,Canada,البرازيل,Brazil,loser,winner,2,3,-1,1,0.0479,0.82258
3223,2008,8,5,31,11,ألمانيا,home_team,2,1,1,-1,3,1,مباراة ودية,ألمانيا,1,1,0.92701,0.66123,Germany,0.92701,winner,ألمانيا,Germany,صربيا,Serbia,1,ألمانيا,Germany,صربيا,Serbia,winner,loser,2,1,1,-1,0.92701,0.66123
3223,2008,8,5,31,11,صربيا,away_team,2,1,1,-1,3,-1,مباراة ودية,ألمانيا,1,1,0.92701,0.66123,Serbia,0.66123,loser,ألمانيا,Germany,صربيا,Serbia,1,صربيا,Serbia,ألمانيا,Germany,loser,winner,1,2,-1,1,0.92701,0.66123
3224,2008,8,6,1,11,هولندا,home_team,2,0,2,-2,2,2,مباراة ودية,هولندا,1,0,0.77244,0.72077,Netherlands,0.77244,winner,هولندا,Netherlands,ويلز,Wales,2,هولندا,Netherlands,ويلز,Wales,winner,loser,2,0,2,-2,0.77244,0.72077
3224,2008,8,6,1,11,ويلز,away_team,2,0,2,-2,2,-2,مباراة ودية,هولندا,1,0,0.77244,0.72077,Wales,0.72077,loser,هولندا,Netherlands,ويلز,Wales,2,ويلز,Wales,هولندا,Netherlands,loser,winner,0,2,-2,2,0.77244,0.72077
3225,2008,8,6,1,11,بولندا,home_team,1,1,0,0,2,0,مباراة ودية,بولندا,0,1,0.40924,0.94843,Poland,0.40924,draw,بولندا,Poland,الدنمارك,Denmark,0,بولندا,Poland,الدنمارك,Denmark,draw,draw,1,1,0,0,0.40924,0.94843
3225,2008,8,6,1,11,الدنمارك,away_team,1,1,0,0,2,0,مباراة ودية,بولندا,0,1,0.40924,0.94843,Denmark,0.94843,draw,بولندا,Poland,الدنمارك,Denmark,0,الدنمارك,Denmark,بولندا,Poland,draw,draw,1,1,0,0,0.40924,0.94843
3226,2008,8,6,4,11,المكسيك,home_team,1,4,-3,3,5,-3,مباراة ودية,الولايات المتحدة,1,1,0.88404,0.73692,Mexico,0.88404,loser,المكسيك,Mexico,الأرجنتين,Argentina,3,المكسيك,Mexico,الأرجنتين,Argentina,loser,winner,1,4,-3,3,0.88404,0.73692
3226,2008,8,6,4,11,الأرجنتين,away_team,1,4,-3,3,5,3,مباراة ودية,الولايات المتحدة,1,1,0.88404,0.73692,Argentina,0.73692,winner,المكسيك,Mexico,الأرجنتين,Argentina,3,الأرجنتين,Argentina,المكسيك,Mexico,winner,loser,4,1,3,-3,0.88404,0.73692
3227,2008,8,6,4,11,إسبانيا,home_team,1,0,1,-1,1,1,مباراة ودية,إسبانيا,1,0,0.5177,0.58066,Spain,0.5177,winner,إسبانيا,Spain,الولايات المتحدة,United_States,1,إسبانيا,Spain,الولايات المتحدة,United_States,winner,loser,1,0,1,-1,0.5177,0.58066
3227,2008,8,6,4,11,الولايات المتحدة,away_team,1,0,1,-1,1,-1,مباراة ودية,إسبانيا,1,0,0.5177,0.58066,United_States,0.58066,loser,إسبانيا,Spain,الولايات المتحدة,United_States,1,الولايات المتحدة,United_States,إسبانيا,Spain,loser,winner,0,1,-1,1,0.5177,0.58066
3228,2008,8,6,8,11,ألمانيا,home_team,2,0,2,-2,2,2, كأس أمم أوروبا,النمسا,1,0,0.68719,0.34261,Germany,0.68719,winner,ألمانيا,Germany,بولندا,Poland,2,ألمانيا,Germany,بولندا,Poland,winner,loser,2,0,2,-2,0.68719,0.34261
3228,2008,8,6,8,11,بولندا,away_team,2,0,2,-2,2,-2, كأس أمم أوروبا,النمسا,1,0,0.68719,0.34261,Poland,0.34261,loser,ألمانيا,Germany,بولندا,Poland,2,بولندا,Poland,ألمانيا,Germany,loser,winner,0,2,-2,2,0.68719,0.34261
3229,2008,8,6,8,11,الولايات المتحدة,home_team,0,0,0,0,0,0,مباراة ودية,الولايات المتحدة,0,1,0.54877,0.41566,United_States,0.54877,draw,الولايات المتحدة,United_States,الأرجنتين,Argentina,0,الولايات المتحدة,United_States,الأرجنتين,Argentina,draw,draw,0,0,0,0,0.54877,0.41566
3229,2008,8,6,8,11,الأرجنتين,away_team,0,0,0,0,0,0,مباراة ودية,الولايات المتحدة,0,1,0.54877,0.41566,Argentina,0.41566,draw,الولايات المتحدة,United_States,الأرجنتين,Argentina,0,الأرجنتين,Argentina,الولايات المتحدة,United_States,draw,draw,0,0,0,0,0.54877,0.41566
3230,2008,8,6,12,11,كرواتيا,home_team,2,1,1,-1,3,1, كأس أمم أوروبا,النمسا,0,1,0.41698,0.9148,Croatia,0.41698,winner,كرواتيا,Croatia,ألمانيا,Germany,1,كرواتيا,Croatia,ألمانيا,Germany,winner,loser,2,1,1,-1,0.41698,0.9148
3230,2008,8,6,12,11,ألمانيا,away_team,2,1,1,-1,3,-1, كأس أمم أوروبا,النمسا,0,1,0.41698,0.9148,Germany,0.9148,loser,كرواتيا,Croatia,ألمانيا,Germany,1,ألمانيا,Germany,كرواتيا,Croatia,loser,winner,1,2,-1,1,0.41698,0.9148
3231,2008,8,6,13,11,هولندا,home_team,4,1,3,-3,5,3, كأس أمم أوروبا,سويسرا,1,0,0.81299,0.89401,Netherlands,0.81299,winner,هولندا,Netherlands,فرنسا,France,3,هولندا,Netherlands,فرنسا,France,winner,loser,4,1,3,-3,0.81299,0.89401
3231,2008,8,6,13,11,فرنسا,away_team,4,1,3,-3,5,-3, كأس أمم أوروبا,سويسرا,1,0,0.81299,0.89401,France,0.89401,loser,هولندا,Netherlands,فرنسا,France,3,فرنسا,France,هولندا,Netherlands,loser,winner,1,4,-3,3,0.81299,0.89401
3232,2008,8,6,14,11,قطر,home_team,1,3,-2,2,4,-2,تصفيات كأس العالم,قطر,0,0,0.23341,0.64595,Qatar,0.23341,loser,قطر,Qatar,أستراليا,Australia,2,قطر,Qatar,أستراليا,Australia,loser,winner,1,3,-2,2,0.23341,0.64595
3232,2008,8,6,14,11,أستراليا,away_team,1,3,-2,2,4,2,تصفيات كأس العالم,قطر,0,0,0.23341,0.64595,Australia,0.64595,winner,قطر,Qatar,أستراليا,Australia,2,أستراليا,Australia,قطر,Qatar,winner,loser,3,1,2,-2,0.23341,0.64595
3233,2008,8,6,15,11,الأرجنتين,home_team,1,1,0,0,2,0,تصفيات كأس العالم,الأرجنتين,1,0,0.82033,0.09868,Argentina,0.82033,draw,الأرجنتين,Argentina,الاكوادور,Ecuador,0,الأرجنتين,Argentina,الاكوادور,Ecuador,draw,draw,1,1,0,0,0.82033,0.09868
3233,2008,8,6,15,11,الاكوادور,away_team,1,1,0,0,2,0,تصفيات كأس العالم,الأرجنتين,1,0,0.82033,0.09868,Ecuador,0.09868,draw,الأرجنتين,Argentina,الاكوادور,Ecuador,0,الاكوادور,Ecuador,الأرجنتين,Argentina,draw,draw,1,1,0,0,0.82033,0.09868
3234,2008,8,6,15,11,سويسرا,home_team,2,0,2,-2,2,2, كأس أمم أوروبا,سويسرا,0,1,0.72145,0.84591,Switzerland,0.72145,winner,سويسرا,Switzerland,البرتغال,Portugal,2,سويسرا,Switzerland,البرتغال,Portugal,winner,loser,2,0,2,-2,0.72145,0.84591
