serial,year,year_n,month,day,decade,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament_ar,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team_ar,home_team_txt,away_team_ar,away_team_txt,size,team_a_ar,team_a_txt,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1,1900,0,3,26,1,ويلز,home_team,1,1,0,0,2,0, البطولة البريطانية,ويلز,0,1,0.18888,0.85962,Wales,0.18888,draw,ويلز,Wales,إنجلترا,England,0,ويلز,Wales,إنجلترا,England,draw,draw,1,1,0,0,0.18888,0.85962
1,1900,0,3,26,1,إنجلترا,away_team,1,1,0,0,2,0, البطولة البريطانية,ويلز,0,1,0.18888,0.85962,England,0.85962,draw,ويلز,Wales,إنجلترا,England,0,إنجلترا,England,ويلز,Wales,draw,draw,1,1,0,0,0.18888,0.85962
2,1901,1,3,18,1,إنجلترا,home_team,6,0,6,-6,6,6, البطولة البريطانية,إنجلترا,1,0,0.51046,0.42962,England,0.51046,winner,إنجلترا,England,ويلز,Wales,6,إنجلترا,England,ويلز,Wales,winner,loser,6,0,6,-6,0.51046,0.42962
2,1901,1,3,18,1,ويلز,away_team,6,0,6,-6,6,-6, البطولة البريطانية,إنجلترا,1,0,0.51046,0.42962,Wales,0.42962,loser,إنجلترا,England,ويلز,Wales,6,ويلز,Wales,إنجلترا,England,loser,winner,0,6,-6,6,0.51046,0.42962
3,1902,2,3,3,1,ويلز,home_team,0,0,0,0,0,0, البطولة البريطانية,ويلز,0,1,0.72553,0.86847,Wales,0.72553,draw,ويلز,Wales,إنجلترا,England,0,ويلز,Wales,إنجلترا,England,draw,draw,0,0,0,0,0.72553,0.86847
3,1902,2,3,3,1,إنجلترا,away_team,0,0,0,0,0,0, البطولة البريطانية,ويلز,0,1,0.72553,0.86847,England,0.86847,draw,ويلز,Wales,إنجلترا,England,0,إنجلترا,England,ويلز,Wales,draw,draw,0,0,0,0,0.72553,0.86847
4,1902,2,7,20,1,أوروغواي,home_team,0,6,-6,6,6,-6,مباراة ودية,أوروغواي,1,1,0.29914,0.59445,Uruguay,0.29914,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,6,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,0,6,-6,6,0.29914,0.59445
4,1902,2,7,20,1,الأرجنتين,away_team,0,6,-6,6,6,6,مباراة ودية,أوروغواي,1,1,0.29914,0.59445,Argentina,0.59445,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,6,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,6,0,6,-6,0.29914,0.59445
5,1903,3,3,2,1,إنجلترا,home_team,2,1,1,-1,3,1, البطولة البريطانية,إنجلترا,1,0,0.73497,0.00818,England,0.73497,winner,إنجلترا,England,ويلز,Wales,1,إنجلترا,England,ويلز,Wales,winner,loser,2,1,1,-1,0.73497,0.00818
5,1903,3,3,2,1,ويلز,away_team,2,1,1,-1,3,-1, البطولة البريطانية,إنجلترا,1,0,0.73497,0.00818,Wales,0.00818,loser,إنجلترا,England,ويلز,Wales,1,ويلز,Wales,إنجلترا,England,loser,winner,1,2,-1,1,0.73497,0.00818
6,1903,3,9,13,1,الأرجنتين,home_team,2,3,-1,1,5,-1,مباراة ودية,الأرجنتين,1,1,0.60888,0.88934,Argentina,0.60888,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,1,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,2,3,-1,1,0.60888,0.88934
6,1903,3,9,13,1,أوروغواي,away_team,2,3,-1,1,5,1,مباراة ودية,الأرجنتين,1,1,0.60888,0.88934,Uruguay,0.88934,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,1,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,3,2,1,-1,0.60888,0.88934
7,1904,4,2,29,1,ويلز,home_team,2,2,0,0,4,0, البطولة البريطانية,ويلز,0,1,0.01183,0.35252,Wales,0.01183,draw,ويلز,Wales,إنجلترا,England,0,ويلز,Wales,إنجلترا,England,draw,draw,2,2,0,0,0.01183,0.35252
7,1904,4,2,29,1,إنجلترا,away_team,2,2,0,0,4,0, البطولة البريطانية,ويلز,0,1,0.01183,0.35252,England,0.35252,draw,ويلز,Wales,إنجلترا,England,0,إنجلترا,England,ويلز,Wales,draw,draw,2,2,0,0,0.01183,0.35252
8,1904,4,5,1,1,بلجيكا,home_team,3,3,0,0,6,0,مباراة ودية,بلجيكا,1,0,0.24535,0.70093,Belgium,0.24535,draw,بلجيكا,Belgium,فرنسا,France,0,بلجيكا,Belgium,فرنسا,France,draw,draw,3,3,0,0,0.24535,0.70093
8,1904,4,5,1,1,فرنسا,away_team,3,3,0,0,6,0,مباراة ودية,بلجيكا,1,0,0.24535,0.70093,France,0.70093,draw,بلجيكا,Belgium,فرنسا,France,0,فرنسا,France,بلجيكا,Belgium,draw,draw,3,3,0,0,0.24535,0.70093
9,1905,5,2,12,1,فرنسا,home_team,1,0,1,-1,1,1,مباراة ودية,فرنسا,0,0,0.62015,0.56337,France,0.62015,winner,فرنسا,France,سويسرا,Switzerland,1,فرنسا,France,سويسرا,Switzerland,winner,loser,1,0,1,-1,0.62015,0.56337
9,1905,5,2,12,1,سويسرا,away_team,1,0,1,-1,1,-1,مباراة ودية,فرنسا,0,0,0.62015,0.56337,Switzerland,0.56337,loser,فرنسا,France,سويسرا,Switzerland,1,سويسرا,Switzerland,فرنسا,France,loser,winner,0,1,-1,1,0.62015,0.56337
10,1905,5,3,27,1,إنجلترا,home_team,3,1,2,-2,4,2, البطولة البريطانية,إنجلترا,1,0,0.23281,0.91892,England,0.23281,winner,إنجلترا,England,ويلز,Wales,2,إنجلترا,England,ويلز,Wales,winner,loser,3,1,2,-2,0.23281,0.91892
10,1905,5,3,27,1,ويلز,away_team,3,1,2,-2,4,-2, البطولة البريطانية,إنجلترا,1,0,0.23281,0.91892,Wales,0.91892,loser,إنجلترا,England,ويلز,Wales,2,ويلز,Wales,إنجلترا,England,loser,winner,1,3,-2,2,0.23281,0.91892
11,1905,5,4,30,1,بلجيكا,home_team,1,4,-3,3,5,-3,مباراة ودية,بلجيكا,1,1,0.63549,0.53813,Belgium,0.63549,loser,بلجيكا,Belgium,هولندا,Netherlands,3,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,4,-3,3,0.63549,0.53813
11,1905,5,4,30,1,هولندا,away_team,1,4,-3,3,5,3,مباراة ودية,بلجيكا,1,1,0.63549,0.53813,Netherlands,0.53813,winner,بلجيكا,Belgium,هولندا,Netherlands,3,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.63549,0.53813
12,1905,5,5,7,1,بلجيكا,home_team,7,0,7,-7,7,7,مباراة ودية,بلجيكا,1,0,0.64401,0.02658,Belgium,0.64401,winner,بلجيكا,Belgium,فرنسا,France,7,بلجيكا,Belgium,فرنسا,France,winner,loser,7,0,7,-7,0.64401,0.02658
12,1905,5,5,7,1,فرنسا,away_team,7,0,7,-7,7,-7,مباراة ودية,بلجيكا,1,0,0.64401,0.02658,France,0.02658,loser,بلجيكا,Belgium,فرنسا,France,7,فرنسا,France,بلجيكا,Belgium,loser,winner,0,7,-7,7,0.64401,0.02658
13,1905,5,5,14,1,هولندا,home_team,4,0,4,-4,4,4,مباراة ودية,هولندا,1,1,0.81216,0.17188,Netherlands,0.81216,winner,هولندا,Netherlands,بلجيكا,Belgium,4,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,4,0,4,-4,0.81216,0.17188
13,1905,5,5,14,1,بلجيكا,away_team,4,0,4,-4,4,-4,مباراة ودية,هولندا,1,1,0.81216,0.17188,Belgium,0.17188,loser,هولندا,Netherlands,بلجيكا,Belgium,4,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,0,4,-4,4,0.81216,0.17188
14,1905,5,8,15,1,الأرجنتين,home_team,0,0,0,0,0,0, كأس ليبتون,الأرجنتين,1,1,0.9011,0.35862,Argentina,0.9011,draw,الأرجنتين,Argentina,أوروغواي,Uruguay,0,الأرجنتين,Argentina,أوروغواي,Uruguay,draw,draw,0,0,0,0,0.9011,0.35862
14,1905,5,8,15,1,أوروغواي,away_team,0,0,0,0,0,0, كأس ليبتون,الأرجنتين,1,1,0.9011,0.35862,Uruguay,0.35862,draw,الأرجنتين,Argentina,أوروغواي,Uruguay,0,أوروغواي,Uruguay,الأرجنتين,Argentina,draw,draw,0,0,0,0,0.9011,0.35862
15,1906,6,3,19,1,ويلز,home_team,0,1,-1,1,1,-1, البطولة البريطانية,ويلز,0,1,0.30448,0.58617,Wales,0.30448,loser,ويلز,Wales,إنجلترا,England,1,ويلز,Wales,إنجلترا,England,loser,winner,0,1,-1,1,0.30448,0.58617
15,1906,6,3,19,1,إنجلترا,away_team,0,1,-1,1,1,1, البطولة البريطانية,ويلز,0,1,0.30448,0.58617,England,0.58617,winner,ويلز,Wales,إنجلترا,England,1,إنجلترا,England,ويلز,Wales,winner,loser,1,0,1,-1,0.30448,0.58617
16,1906,6,4,22,1,فرنسا,home_team,0,5,-5,5,5,-5,مباراة ودية,فرنسا,0,1,0.39137,0.16348,France,0.39137,loser,فرنسا,France,بلجيكا,Belgium,5,فرنسا,France,بلجيكا,Belgium,loser,winner,0,5,-5,5,0.39137,0.16348
16,1906,6,4,22,1,بلجيكا,away_team,0,5,-5,5,5,5,مباراة ودية,فرنسا,0,1,0.39137,0.16348,Belgium,0.16348,winner,فرنسا,France,بلجيكا,Belgium,5,بلجيكا,Belgium,فرنسا,France,winner,loser,5,0,5,-5,0.39137,0.16348
17,1906,6,4,29,1,بلجيكا,home_team,5,0,5,-5,5,5,مباراة ودية,بلجيكا,1,1,0.85972,0.03792,Belgium,0.85972,winner,بلجيكا,Belgium,هولندا,Netherlands,5,بلجيكا,Belgium,هولندا,Netherlands,winner,loser,5,0,5,-5,0.85972,0.03792
17,1906,6,4,29,1,هولندا,away_team,5,0,5,-5,5,-5,مباراة ودية,بلجيكا,1,1,0.85972,0.03792,Netherlands,0.03792,loser,بلجيكا,Belgium,هولندا,Netherlands,5,هولندا,Netherlands,بلجيكا,Belgium,loser,winner,0,5,-5,5,0.85972,0.03792
18,1906,6,5,13,1,هولندا,home_team,2,3,-1,1,5,-1,مباراة ودية,هولندا,1,1,0.31951,0.98711,Netherlands,0.31951,loser,هولندا,Netherlands,بلجيكا,Belgium,1,هولندا,Netherlands,بلجيكا,Belgium,loser,winner,2,3,-1,1,0.31951,0.98711
18,1906,6,5,13,1,بلجيكا,away_team,2,3,-1,1,5,1,مباراة ودية,هولندا,1,1,0.31951,0.98711,Belgium,0.98711,winner,هولندا,Netherlands,بلجيكا,Belgium,1,بلجيكا,Belgium,هولندا,Netherlands,winner,loser,3,2,1,-1,0.31951,0.98711
19,1906,6,8,15,1,أوروغواي,home_team,0,2,-2,2,2,-2, كأس ليبتون,أوروغواي,1,1,0.72405,0.00968,Uruguay,0.72405,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,2,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,0,2,-2,2,0.72405,0.00968
19,1906,6,8,15,1,الأرجنتين,away_team,0,2,-2,2,2,2, كأس ليبتون,أوروغواي,1,1,0.72405,0.00968,Argentina,0.00968,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,2,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,2,0,2,-2,0.72405,0.00968
20,1906,6,10,21,1,الأرجنتين,home_team,2,1,1,-1,3,1,كأس نيوتن,الأرجنتين,1,1,0.43289,0.10853,Argentina,0.43289,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,1,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,2,1,1,-1,0.43289,0.10853
20,1906,6,10,21,1,أوروغواي,away_team,2,1,1,-1,3,-1,كأس نيوتن,الأرجنتين,1,1,0.43289,0.10853,Uruguay,0.10853,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,1,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,1,2,-1,1,0.43289,0.10853
21,1907,7,3,18,1,إنجلترا,home_team,1,1,0,0,2,0, البطولة البريطانية,إنجلترا,1,0,0.94094,0.13946,England,0.94094,draw,إنجلترا,England,ويلز,Wales,0,إنجلترا,England,ويلز,Wales,draw,draw,1,1,0,0,0.94094,0.13946
21,1907,7,3,18,1,ويلز,away_team,1,1,0,0,2,0, البطولة البريطانية,إنجلترا,1,0,0.94094,0.13946,Wales,0.13946,draw,إنجلترا,England,ويلز,Wales,0,ويلز,Wales,إنجلترا,England,draw,draw,1,1,0,0,0.94094,0.13946
22,1907,7,4,14,1,بلجيكا,home_team,1,3,-2,2,4,-2,مباراة ودية,بلجيكا,1,1,0.64182,0.95946,Belgium,0.64182,loser,بلجيكا,Belgium,هولندا,Netherlands,2,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,3,-2,2,0.64182,0.95946
22,1907,7,4,14,1,هولندا,away_team,1,3,-2,2,4,2,مباراة ودية,بلجيكا,1,1,0.64182,0.95946,Netherlands,0.95946,winner,بلجيكا,Belgium,هولندا,Netherlands,2,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,3,1,2,-2,0.64182,0.95946
23,1907,7,4,21,1,بلجيكا,home_team,1,2,-1,1,3,-1,مباراة ودية,بلجيكا,1,0,0.08541,0.03219,Belgium,0.08541,loser,بلجيكا,Belgium,فرنسا,France,1,بلجيكا,Belgium,فرنسا,France,loser,winner,1,2,-1,1,0.08541,0.03219
23,1907,7,4,21,1,فرنسا,away_team,1,2,-1,1,3,1,مباراة ودية,بلجيكا,1,0,0.08541,0.03219,France,0.03219,winner,بلجيكا,Belgium,فرنسا,France,1,فرنسا,France,بلجيكا,Belgium,winner,loser,2,1,1,-1,0.08541,0.03219
24,1907,7,5,9,1,هولندا,home_team,1,2,-1,1,3,-1,مباراة ودية,هولندا,1,1,0.96616,0.39144,Netherlands,0.96616,loser,هولندا,Netherlands,بلجيكا,Belgium,1,هولندا,Netherlands,بلجيكا,Belgium,loser,winner,1,2,-1,1,0.96616,0.39144
24,1907,7,5,9,1,بلجيكا,away_team,1,2,-1,1,3,1,مباراة ودية,هولندا,1,1,0.96616,0.39144,Belgium,0.39144,winner,هولندا,Netherlands,بلجيكا,Belgium,1,بلجيكا,Belgium,هولندا,Netherlands,winner,loser,2,1,1,-1,0.96616,0.39144
25,1908,8,3,8,1,سويسرا,home_team,1,2,-1,1,3,-1,مباراة ودية,سويسرا,0,0,0.4805,0.15903,Switzerland,0.4805,loser,سويسرا,Switzerland,فرنسا,France,1,سويسرا,Switzerland,فرنسا,France,loser,winner,1,2,-1,1,0.4805,0.15903
25,1908,8,3,8,1,فرنسا,away_team,1,2,-1,1,3,1,مباراة ودية,سويسرا,0,0,0.4805,0.15903,France,0.15903,winner,سويسرا,Switzerland,فرنسا,France,1,فرنسا,France,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.4805,0.15903
26,1908,8,3,16,1,ويلز,home_team,1,7,-6,6,8,-6, البطولة البريطانية,ويلز,0,1,0.68501,0.69785,Wales,0.68501,loser,ويلز,Wales,إنجلترا,England,6,ويلز,Wales,إنجلترا,England,loser,winner,1,7,-6,6,0.68501,0.69785
26,1908,8,3,16,1,إنجلترا,away_team,1,7,-6,6,8,6, البطولة البريطانية,ويلز,0,1,0.68501,0.69785,England,0.69785,winner,ويلز,Wales,إنجلترا,England,6,إنجلترا,England,ويلز,Wales,winner,loser,7,1,6,-6,0.68501,0.69785
27,1908,8,3,29,1,بلجيكا,home_team,1,4,-3,3,5,-3,مباراة ودية,بلجيكا,1,1,0.33947,0.65572,Belgium,0.33947,loser,بلجيكا,Belgium,هولندا,Netherlands,3,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,4,-3,3,0.33947,0.65572
27,1908,8,3,29,1,هولندا,away_team,1,4,-3,3,5,3,مباراة ودية,بلجيكا,1,1,0.33947,0.65572,Netherlands,0.65572,winner,بلجيكا,Belgium,هولندا,Netherlands,3,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.33947,0.65572
28,1908,8,4,5,1,سويسرا,home_team,5,3,2,-2,8,2,مباراة ودية,سويسرا,0,1,0.7869,0.76033,Switzerland,0.7869,winner,سويسرا,Switzerland,ألمانيا,Germany,2,سويسرا,Switzerland,ألمانيا,Germany,winner,loser,5,3,2,-2,0.7869,0.76033
28,1908,8,4,5,1,ألمانيا,away_team,5,3,2,-2,8,-2,مباراة ودية,سويسرا,0,1,0.7869,0.76033,Germany,0.76033,loser,سويسرا,Switzerland,ألمانيا,Germany,2,ألمانيا,Germany,سويسرا,Switzerland,loser,winner,3,5,-2,2,0.7869,0.76033
29,1908,8,4,12,1,فرنسا,home_team,1,2,-1,1,3,-1,مباراة ودية,فرنسا,0,1,0.12137,0.04366,France,0.12137,loser,فرنسا,France,بلجيكا,Belgium,1,فرنسا,France,بلجيكا,Belgium,loser,winner,1,2,-1,1,0.12137,0.04366
29,1908,8,4,12,1,بلجيكا,away_team,1,2,-1,1,3,1,مباراة ودية,فرنسا,0,1,0.12137,0.04366,Belgium,0.04366,winner,فرنسا,France,بلجيكا,Belgium,1,بلجيكا,Belgium,فرنسا,France,winner,loser,2,1,1,-1,0.12137,0.04366
30,1908,8,4,26,1,هولندا,home_team,3,1,2,-2,4,2,مباراة ودية,هولندا,1,1,0.81934,0.8281,Netherlands,0.81934,winner,هولندا,Netherlands,بلجيكا,Belgium,2,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,3,1,2,-2,0.81934,0.8281
30,1908,8,4,26,1,بلجيكا,away_team,3,1,2,-2,4,-2,مباراة ودية,هولندا,1,1,0.81934,0.8281,Belgium,0.8281,loser,هولندا,Netherlands,بلجيكا,Belgium,2,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,3,-2,2,0.81934,0.8281
31,1908,8,5,10,1,هولندا,home_team,4,1,3,-3,5,3,مباراة ودية,هولندا,1,0,0.74209,0.12457,Netherlands,0.74209,winner,هولندا,Netherlands,فرنسا,France,3,هولندا,Netherlands,فرنسا,France,winner,loser,4,1,3,-3,0.74209,0.12457
31,1908,8,5,10,1,فرنسا,away_team,4,1,3,-3,5,-3,مباراة ودية,هولندا,1,0,0.74209,0.12457,France,0.12457,loser,هولندا,Netherlands,فرنسا,France,3,فرنسا,France,هولندا,Netherlands,loser,winner,1,4,-3,3,0.74209,0.12457
32,1908,8,8,15,1,أوروغواي,home_team,2,2,0,0,4,0, كأس ليبتون,أوروغواي,1,1,0.48291,0.43999,Uruguay,0.48291,draw,أوروغواي,Uruguay,الأرجنتين,Argentina,0,أوروغواي,Uruguay,الأرجنتين,Argentina,draw,draw,2,2,0,0,0.48291,0.43999
32,1908,8,8,15,1,الأرجنتين,away_team,2,2,0,0,4,0, كأس ليبتون,أوروغواي,1,1,0.48291,0.43999,Argentina,0.43999,draw,أوروغواي,Uruguay,الأرجنتين,Argentina,0,الأرجنتين,Argentina,أوروغواي,Uruguay,draw,draw,2,2,0,0,0.48291,0.43999
33,1908,8,9,13,1,الأرجنتين,home_team,2,1,1,-1,3,1,كأس نيوتن,الأرجنتين,1,1,0.73164,0.15123,Argentina,0.73164,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,1,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,2,1,1,-1,0.73164,0.15123
33,1908,8,9,13,1,أوروغواي,away_team,2,1,1,-1,3,-1,كأس نيوتن,الأرجنتين,1,1,0.73164,0.15123,Uruguay,0.15123,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,1,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,1,2,-1,1,0.73164,0.15123
34,1908,8,10,4,1,الأرجنتين,home_team,0,1,-1,1,1,-1, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.01594,0.18676,Argentina,0.01594,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,1,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,1,-1,1,0.01594,0.18676
34,1908,8,10,4,1,أوروغواي,away_team,0,1,-1,1,1,1, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.01594,0.18676,Uruguay,0.18676,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,1,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,1,0,1,-1,0.01594,0.18676
35,1909,9,3,15,1,إنجلترا,home_team,2,0,2,-2,2,2, البطولة البريطانية,إنجلترا,1,0,0.34003,0.82075,England,0.34003,winner,إنجلترا,England,ويلز,Wales,2,إنجلترا,England,ويلز,Wales,winner,loser,2,0,2,-2,0.34003,0.82075
35,1909,9,3,15,1,ويلز,away_team,2,0,2,-2,2,-2, البطولة البريطانية,إنجلترا,1,0,0.34003,0.82075,Wales,0.82075,loser,إنجلترا,England,ويلز,Wales,2,ويلز,Wales,إنجلترا,England,loser,winner,0,2,-2,2,0.34003,0.82075
36,1909,9,3,21,1,بلجيكا,home_team,1,4,-3,3,5,-3,مباراة ودية,بلجيكا,1,1,0.79134,0.22508,Belgium,0.79134,loser,بلجيكا,Belgium,هولندا,Netherlands,3,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,4,-3,3,0.79134,0.22508
36,1909,9,3,21,1,هولندا,away_team,1,4,-3,3,5,3,مباراة ودية,بلجيكا,1,1,0.79134,0.22508,Netherlands,0.22508,winner,بلجيكا,Belgium,هولندا,Netherlands,3,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.79134,0.22508
37,1909,9,4,4,1,ألمانيا,home_team,1,0,1,-1,1,1,مباراة ودية,ألمانيا,1,0,0.89395,0.46182,Germany,0.89395,winner,ألمانيا,Germany,سويسرا,Switzerland,1,ألمانيا,Germany,سويسرا,Switzerland,winner,loser,1,0,1,-1,0.89395,0.46182
37,1909,9,4,4,1,سويسرا,away_team,1,0,1,-1,1,-1,مباراة ودية,ألمانيا,1,0,0.89395,0.46182,Switzerland,0.46182,loser,ألمانيا,Germany,سويسرا,Switzerland,1,سويسرا,Switzerland,ألمانيا,Germany,loser,winner,0,1,-1,1,0.89395,0.46182
38,1909,9,4,25,1,هولندا,home_team,4,1,3,-3,5,3,مباراة ودية,هولندا,1,1,0.50579,0.89458,Netherlands,0.50579,winner,هولندا,Netherlands,بلجيكا,Belgium,3,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,4,1,3,-3,0.50579,0.89458
38,1909,9,4,25,1,بلجيكا,away_team,4,1,3,-3,5,-3,مباراة ودية,هولندا,1,1,0.50579,0.89458,Belgium,0.89458,loser,هولندا,Netherlands,بلجيكا,Belgium,3,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,4,-3,3,0.50579,0.89458
39,1909,9,5,9,1,بلجيكا,home_team,5,2,3,-3,7,3,مباراة ودية,بلجيكا,1,0,0.83698,0.43885,Belgium,0.83698,winner,بلجيكا,Belgium,فرنسا,France,3,بلجيكا,Belgium,فرنسا,France,winner,loser,5,2,3,-3,0.83698,0.43885
39,1909,9,5,9,1,فرنسا,away_team,5,2,3,-3,7,-3,مباراة ودية,بلجيكا,1,0,0.83698,0.43885,France,0.43885,loser,بلجيكا,Belgium,فرنسا,France,3,فرنسا,France,بلجيكا,Belgium,loser,winner,2,5,-3,3,0.83698,0.43885
40,1909,9,8,15,1,الأرجنتين,home_team,2,1,1,-1,3,1, كأس ليبتون,الأرجنتين,1,1,0.67799,0.30068,Argentina,0.67799,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,1,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,2,1,1,-1,0.67799,0.30068
40,1909,9,8,15,1,أوروغواي,away_team,2,1,1,-1,3,-1, كأس ليبتون,الأرجنتين,1,1,0.67799,0.30068,Uruguay,0.30068,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,1,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,1,2,-1,1,0.67799,0.30068
41,1909,9,9,19,1,أوروغواي,home_team,2,2,0,0,4,0,كأس نيوتن,أوروغواي,1,1,0.08252,0.35677,Uruguay,0.08252,draw,أوروغواي,Uruguay,الأرجنتين,Argentina,0,أوروغواي,Uruguay,الأرجنتين,Argentina,draw,draw,2,2,0,0,0.08252,0.35677
41,1909,9,9,19,1,الأرجنتين,away_team,2,2,0,0,4,0,كأس نيوتن,أوروغواي,1,1,0.08252,0.35677,Argentina,0.35677,draw,أوروغواي,Uruguay,الأرجنتين,Argentina,0,الأرجنتين,Argentina,أوروغواي,Uruguay,draw,draw,2,2,0,0,0.08252,0.35677
42,1909,9,10,10,1,الأرجنتين,home_team,3,1,2,-2,4,2, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.62124,0.98967,Argentina,0.62124,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,2,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,3,1,2,-2,0.62124,0.98967
42,1909,9,10,10,1,أوروغواي,away_team,3,1,2,-2,4,-2, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.62124,0.98967,Uruguay,0.98967,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,2,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,1,3,-2,2,0.62124,0.98967
43,1910,0,3,13,2,بلجيكا,home_team,3,2,1,-1,5,1,مباراة ودية,بلجيكا,1,1,0.48635,0.27383,Belgium,0.48635,winner,بلجيكا,Belgium,هولندا,Netherlands,1,بلجيكا,Belgium,هولندا,Netherlands,winner,loser,3,2,1,-1,0.48635,0.27383
43,1910,0,3,13,2,هولندا,away_team,3,2,1,-1,5,-1,مباراة ودية,بلجيكا,1,1,0.48635,0.27383,Netherlands,0.27383,loser,بلجيكا,Belgium,هولندا,Netherlands,1,هولندا,Netherlands,بلجيكا,Belgium,loser,winner,2,3,-1,1,0.48635,0.27383
44,1910,0,3,14,2,ويلز,home_team,0,1,-1,1,1,-1, البطولة البريطانية,ويلز,0,1,0.33941,0.54379,Wales,0.33941,loser,ويلز,Wales,إنجلترا,England,1,ويلز,Wales,إنجلترا,England,loser,winner,0,1,-1,1,0.33941,0.54379
44,1910,0,3,14,2,إنجلترا,away_team,0,1,-1,1,1,1, البطولة البريطانية,ويلز,0,1,0.33941,0.54379,England,0.54379,winner,ويلز,Wales,إنجلترا,England,1,إنجلترا,England,ويلز,Wales,winner,loser,1,0,1,-1,0.33941,0.54379
45,1910,0,4,3,2,فرنسا,home_team,0,4,-4,4,4,-4,مباراة ودية,فرنسا,0,1,0.87944,0.51288,France,0.87944,loser,فرنسا,France,بلجيكا,Belgium,4,فرنسا,France,بلجيكا,Belgium,loser,winner,0,4,-4,4,0.87944,0.51288
45,1910,0,4,3,2,بلجيكا,away_team,0,4,-4,4,4,4,مباراة ودية,فرنسا,0,1,0.87944,0.51288,Belgium,0.51288,winner,فرنسا,France,بلجيكا,Belgium,4,بلجيكا,Belgium,فرنسا,France,winner,loser,4,0,4,-4,0.87944,0.51288
46,1910,0,4,3,2,سويسرا,home_team,2,3,-1,1,5,-1,مباراة ودية,سويسرا,0,1,0.46403,0.0186,Switzerland,0.46403,loser,سويسرا,Switzerland,ألمانيا,Germany,1,سويسرا,Switzerland,ألمانيا,Germany,loser,winner,2,3,-1,1,0.46403,0.0186
46,1910,0,4,3,2,ألمانيا,away_team,2,3,-1,1,5,1,مباراة ودية,سويسرا,0,1,0.46403,0.0186,Germany,0.0186,winner,سويسرا,Switzerland,ألمانيا,Germany,1,ألمانيا,Germany,سويسرا,Switzerland,winner,loser,3,2,1,-1,0.46403,0.0186
